Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Started,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count
16087701,The Empress Has No Clothes: Conquering Self-Doubt to Embrace Success,Joyce M. RochÃ©,"RochÃ©, Joyce M.","Alexander Kopelman, Edward E. Whitacre",1609946367,9.78E+12,0,3.76,Berrett-Koehler Publishers,Paperback,240,2013,2013,,,4/27/2022,to-read,to-read (#735),to-read,0
60381940,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,Imani Perry,"Perry, Imani",,,,0,3.96,HarperAudio,Audible Audio,17,2022,2022,,,4/20/2022,currently-reading,currently-reading (#6),currently-reading,1
59628021,"Amongst Our Weapons (Rivers of London, #9)",Ben Aaronovitch,"Aaronovitch, Ben",,756414830,9.78E+12,0,4.48,Daw Books,Hardcover,304,2022,2022,,,4/6/2022,to-read,to-read (#734),to-read,0
57185348,Matrix,Lauren Groff,"Groff, Lauren",,1594634491,9.78E+12,0,3.76,Riverhead Books,Hardcover,260,2021,2021,,,4/6/2022,to-read,to-read (#733),to-read,0
83083,"Birds of a Feather (Maisie Dobbs, #2)",Jacqueline Winspear,"Winspear, Jacqueline",,143035304,9.78E+12,0,3.98,Penguin,Paperback,311,2005,2004,,,3/16/2021,"to-read, dg-book-club","to-read (#538), dg-book-club (#32)",to-read,0
25074849,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet Collected Editions, #1)",Kelly Sue DeConnick,"DeConnick, Kelly Sue","Taki Soma, Valentine De Landro, Robert Wilson IV, Cris Peter, Clayton Cowles, Lauren Sankovitch",1632153661,9.78E+12,3,4.03,Image Comics,Paperback,156,2015,2015,4/3/2022,4/6/2022,4/3/2022,,,read,1
51079282,Cinderella Is Dead,Kalynn  Bayron,"Bayron, Kalynn",,1547603879,9.78E+12,4,3.73,Bloomsbury YA,Hardcover,389,2020,2020,3/15/2022,4/4/2022,7/14/2020,2022-popsugar-challange,2022-popsugar-challange (#7),read,1
59894780,A Special Place for Women,Laura Hankin,"Hankin, Laura",,1984806270,9.78E+12,0,3.52,Berkley Books,Paperback,384,2022,2021,,,3/29/2022,to-read,to-read (#732),to-read,0
58701063,Book Lovers,Emily Henry,"Henry, Emily",,593334833,9.78E+12,0,4.53,Berkley,Paperback,384,2022,2022,,,3/29/2022,to-read,to-read (#731),to-read,0
60149562,Rules of Engagement,Selena Montgomery,"Montgomery, Selena",Stacey Abrams,593439392,9.78E+12,0,3.7,Berkley Books,Hardcover,336,2022,2001,,,3/26/2022,to-read,to-read (#730),to-read,0
60454947,And We Rise,Erica     Martin,"Martin, Erica",,,,3,4.34,,Kindle Edition,,2022,2022,3/14/2022,3/19/2022,3/19/2022,,,read,1
60630524,How to Bury a Boy at Sea,Phil Goldstein,"Goldstein, Phil",,1945233141,9.78E+12,0,5,Stillhouse Press,Paperback,90,2022,,,,3/17/2022,to-read,to-read (#729),to-read,0
50215350,We Ride Upon Sticks,Quan Barry,"Barry, Quan",,1524748099,9.78E+12,0,3.82,Pantheon Books,Hardcover,367,2020,2020,,,9/23/2020,"currently-reading, 2022-popsugar-challange, dg-book-club","currently-reading (#5), 2022-popsugar-challange (#25), dg-book-club (#31)",currently-reading,1
57552467,Cameron Battle and the Hidden Kingdoms,Jamar J. Perry,"Perry, Jamar J.",,1547606940,9.78E+12,4,3.91,Bloomsbury Children's Books,Hardcover,320,2022,2022,3/5/2022,3/13/2022,3/5/2022,,,read,1
57762973,The Secret Life of Church Ladies,Deesha Philyaw,"Philyaw, Deesha",,,,0,4.25,,,,,2020,,,3/9/2022,to-read,to-read (#728),to-read,0
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,316440884,9.78E+12,0,4.12,Orbit,Paperback,560,2018,2017,,,3/9/2022,to-read,to-read (#727),to-read,0
45186695,"Sorted: Growing Up, Coming Out, and Finding My Place (A Transgender Memoir)",Jackson Bird,"Bird, Jackson",,198213075X,9.78E+12,5,4.4,S/Simon Element,Hardcover,320,2019,2019,2/26/2022,3/5/2022,2/23/2022,2022-popsugar-challange,2022-popsugar-challange (#24),read,1
29737444,Rivers of London: Night Witch,Ben Aaronovitch,"Aaronovitch, Ben","Andrew Cartmel, Lee Sullivan",1785852930,9.78E+12,3,3.82,Titan Comics,Paperback,122,2016,2016,1/29/2022,1/29/2022,1/29/2022,,,read,1
33216616,Rivers of London: Black Mould,Ben Aaronovitch,"Aaronovitch, Ben","Andrew Cartmel, Lee Sullivan",1785855107,9.78E+12,3,3.93,Titan Comics,Paperback,128,2017,2017,1/29/2022,1/29/2022,1/29/2022,,,read,1
25893837,Rivers of London: Body Work,Ben Aaronovitch,"Aaronovitch, Ben","Andrew Cartmel, Lee Sullivan, Luis Guerrero",178276187X,9.78E+12,3,3.87,Titan Comics,Paperback,128,2016,2016,1/29/2022,1/29/2022,1/29/2022,2022-popsugar-challange,2022-popsugar-challange (#23),read,1
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,1534457690,9.78E+12,4,4,Margaret K. McElderry Books,Hardcover,449,2020,2020,1/31/2022,2/26/2022,1/31/2021,"botm, 2022-popsugar-challange","botm (#20), 2022-popsugar-challange (#4)",read,1
15797394,"Between Two Thorns (The Split Worlds, #1)",Emma Newman,"Newman, Emma",,857663208,9.78E+12,0,3.7,Angry Robot,Paperback,384,2013,2013,,,2/23/2022,to-read,to-read (#726),to-read,0
38140077,Washington Black,Esi Edugyan,"Edugyan, Esi",,525521429,9.78E+12,0,3.96,Knopf Publishing Group,Hardcover,334,2018,2018,,,2/23/2022,to-read,to-read (#725),to-read,0
44286509,"Queen of the Conquered (Islands of Blood and Storm, #1)",Kacen Callender,"Callender, Kacen",,316454931,9.78E+12,0,3.51,Orbit,Paperback,400,2019,2019,,,2/23/2022,to-read,to-read (#724),to-read,0
58082714,The Nineties,Chuck Klosterman,"Klosterman, Chuck",,735217955,9.78E+12,0,3.97,Penguin Press,Hardcover,370,2022,2022,,,2/23/2022,to-read,to-read (#723),to-read,0
57132832,The Lyrics: 1956 to the Present,Paul McCartney,"McCartney, Paul",Paul Muldoon,163149256X,9.78E+12,0,4.59,Liveright,Hardcover,960,2021,2021,,,2/23/2022,currently-reading,currently-reading (#4),currently-reading,1
51120251,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,,,4,4.41,Penguin Books,Kindle Edition,287,2020,2020,1/23/2022,,12/17/2020,currently-reading,currently-reading (#3),currently-reading,2
59602214,Will,Will Smith,"Smith, Will",,,9.78E+12,4,4.37,Cornerstone Digital,Audiobook,,2021,2021,1/28/2022,2/9/2022,1/28/2022,,,read,1
11710373,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"Gabaldon, Diana",,385344430,9.78E+12,0,4.54,Delacorte Press,Hardcover,825,2014,2014,,,11/28/2016,currently-reading,currently-reading (#2),currently-reading,1
16429619,"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,"Pearson, Mary E.",,,,0,3.96,Henry Holt,Kindle Edition,492,2014,2014,,,2/17/2022,to-read,to-read (#722),to-read,0
53913970,Life as a Unicorn: A Journey from Shame to Pride and Everything in Between,Amrou Al-Kadhi,"Al-Kadhi, Amrou",,8306109,9.78E+12,0,4.24,Fourth Estate,Paperback,304,2020,2019,,,2/17/2022,to-read,to-read (#721),to-read,0
40538718,One Giant Leap: The Impossible Mission That Flew Us to the Moon,Charles Fishman,"Fishman, Charles",,1501106295,9.78E+12,0,4.17,Simon  Schuster,Hardcover,480,2019,2019,,,2/17/2022,to-read,to-read (#720),to-read,0
57007683,The Apollo Murders,Chris Hadfield,"Hadfield, Chris",,316264539,9.78E+12,0,4,Mulholland Books,Hardcover,480,2021,2021,,,2/17/2022,to-read,to-read (#719),to-read,0
44054568,"The Babysitters Coven (The Babysitters Coven, #1)",Kate    Williams,"Williams, Kate",,,,3,3.46,Delacorte Press,Kindle Edition,368,2019,2019,1/31/2022,2/8/2022,12/21/2021,kindle,kindle (#1),read,1
34019068,The lies that bind,Emily Giffin,"Giffin, Emily",,039917897X,9.78E+12,0,3.74,Ballantine Books,Paperback,342,2021,2020,,,11/3/2021,to-read,to-read (#587),to-read,0
56179338,"All of Us Villains (All of Us Villains, #1)",Amanda Foody,"Foody, Amanda",Christine Lynn Herman,1250789257,9.78E+12,0,3.95,Tor Teen,Hardcover,400,2021,2021,,,2/6/2022,to-read,to-read (#718),to-read,0
57792078,The Every,Dave Eggers,"Eggers, Dave",,593315340,9.78E+12,0,3.75,Vintage,Paperback,580,2021,2021,,,2/1/2022,to-read,to-read (#717),to-read,0
54289642,Tales from the Folly: A Rivers of London Short Story Collection,Ben Aaronovitch,"Aaronovitch, Ben",,,,3,4.08,"JABberwocky Literary Agency, Inc.",Kindle Edition,139,2020,2020,2/22/2021,1/30/2022,8/8/2021,,,read,1
17333430,The Hit,David Baldacci,"Baldacci, David",,1455521175,9.78E+12,0,4.12,Grand Central Publishing,Paperback,432,2013,2013,,,11/4/2021,"to-read, backlog, dg-book-club","to-read (#608), backlog (#85), dg-book-club (#25)",to-read,0
50968,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,,,5,4.43,Scholastic Inc.,Paperback,341,2000,1998,8/1/2001,8/1/2001,9/10/2010,currently-reading,currently-reading (#1),read,8
28449257,The Wonder,Emma Donoghue,"Donoghue, Emma",,316393878,9.78E+12,3,3.62,"Little, Brown and Company",Hardcover,291,2016,2016,1/10/2022,1/27/2022,1/5/2022,"2022-popsugar-challange, backlog, library","2022-popsugar-challange (#18), backlog (#169), library (#1)",read,1
26065332,"The Hanging Tree (Rivers of London, #6)",Ben Aaronovitch,"Aaronovitch, Ben",,,,4,4.22,DAW,Kindle Edition,298,2017,2016,12/31/2021,1/26/2022,12/31/2021,2022-popsugar-challange,2022-popsugar-challange (#22),read,1
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,,,0,3.95,,Kindle Edition,383,2020,2020,,,1/26/2022,to-read,to-read (#716),to-read,0
33821699,Hidden Figures: The Untold Story of the African American Women Who Helped Win the Space Race,Margot Lee Shetterly,"Shetterly, Margot Lee",Robin Miles,,,4,3.96,HarperAudio,Audible Audio,,2016,2016,1/11/2022,1/25/2022,1/1/2022,2022-popsugar-challange,2022-popsugar-challange (#2),read,1
54333492,The Windsor Knot,S.J.  Bennett,"Bennett, S.J.",,006307253X,9.78E+12,0,3.54,William Morrow,Paperback,288,2021,2020,,,1/24/2022,to-read,to-read (#715),to-read,0
54017820,"Little Thieves (Little Thieves, #1)",Margaret  Owen,"Owen, Margaret",,1250191904,9.78E+12,0,4.32,Henry Holt & Company,Hardcover,512,2021,2021,,,1/23/2022,to-read,to-read (#714),to-read,0
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,1529344565,9.78E+12,0,4.49,Hodder & Stoughton,Hardcover,494,2021,2021,,,1/20/2022,"to-read, 2022-popsugar-challange","to-read (#713), 2022-popsugar-challange (#21)",to-read,0
57151981,Beasts of a Little Land,Juhea Kim,"Kim, Juhea",,006309357X,9.78E+12,0,4.02,Ecco,Hardcover,416,2021,2021,,,1/20/2022,"to-read, 2022-popsugar-challange","to-read (#712), 2022-popsugar-challange (#20)",to-read,0
36692478,There There,Tommy Orange,"Orange, Tommy",,525520376,9.78E+12,0,3.98,Knopf,Hardcover,294,2018,2018,,,1/19/2022,to-read,to-read (#711),to-read,0
57640287,Passing,Nella Larsen,"Larsen, Nella",Brit Bennett,593437845,9.78E+12,0,3.93,Signet Book,Paperback,141,2021,1929,,,1/19/2022,to-read,to-read (#710),to-read,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,593440870,9.78E+12,0,4.53,Berkley,Hardcover,384,2022,2022,,,1/19/2022,to-read,to-read (#709),to-read,0
9972053,If You Ask Me (And of Course You Won't),Betty White,"White, Betty",,399157530,9.78E+12,0,3.72,G.P. Putnam's Sons,Hardcover,258,2011,2011,,,1/19/2022,to-read,to-read (#708),to-read,0
54719856,Gold Diggers,Sanjena Sathian,"Sathian, Sanjena",,1984882031,9.78E+12,0,3.62,Penguin Press,Hardcover,352,2021,2021,,,1/19/2022,to-read,to-read (#707),to-read,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,,,0,3.95,Penguin,Kindle Edition,382,2020,2020,,,1/19/2022,to-read,to-read (#706),to-read,0
52339313,Cemetery Boys,Aiden Thomas,"Thomas, Aiden",,1250250463,9.78E+12,0,4.35,Swoon Reads,Hardcover,344,2020,2020,,,1/19/2022,to-read,to-read (#705),to-read,0
50887097,"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,,,0,4.21,Simon  Schuster,Hardcover,225,2020,2020,,,1/19/2022,to-read,to-read (#704),to-read,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,316492930,9.78E+12,0,4.76,"Little, Brown and Company",Hardcover,336,2021,2021,,,1/19/2022,to-read,to-read (#703),to-read,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,172822988X,9.78E+12,0,4.03,Sourcebooks Landmark,Hardcover,368,2021,2021,,,1/19/2022,to-read,to-read (#702),to-read,0
59999991,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,593311299,9.78E+12,0,3.79,Vintage,Paperback,320,2022,2021,,,1/16/2022,to-read,to-read (#701),to-read,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9.78E+12,0,3.95,Riverhead Books,Hardcover,325,2015,2015,,,1/13/2022,"to-read, 2022-popsugar-challange, backlog, little-free-library","to-read (#700), 2022-popsugar-challange (#19), backlog (#171), little-free-library (#9)",to-read,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,525509283,9.78E+12,0,4.38,One World,Hardcover,305,2019,2019,,,1/13/2022,"to-read, backlog, little-free-library","to-read (#699), backlog (#170), little-free-library (#8)",to-read,0
56607340,Outlawed,Anna North,"North, Anna",,,,4,3.56,Bloomsbury Publishing,Hardcover,272,2021,2021,1/4/2022,1/9/2022,1/18/2021,"botm, 2022-popsugar-challange","botm (#13), 2022-popsugar-challange (#8)",read,1
56257636,Mediocre: The Dangerous Legacy of White Male America,Ijeoma Oluo,"Oluo, Ijeoma",,1549136941,9.78E+12,4,4.45,Seal Press,Audiobook,10,2020,2020,12/24/2021,1/11/2022,12/24/2021,,,read,1
56898223,A History of Wild Places,Shea Ernshaw,"Ernshaw, Shea",,1982164808,9.78E+12,0,4.02,Atria Books,Hardcover,354,2021,2021,,,1/5/2022,"to-read, botm, backlog","to-read (#698), botm (#35), backlog (#168)",to-read,0
57099323,The Magnolia Palace,Fiona  Davis,"Davis, Fiona",,593184017,9.78E+12,0,3.94,Dutton,Hardcover,340,2022,2022,,,1/5/2022,"botm, backlog, to-read","botm (#34), backlog (#167), to-read (#697)",to-read,0
55145261,The Anthropocene Reviewed,John Green,"Green, John",,525555218,9.78E+12,0,4.41,Dutton,Hardcover,293,2021,2021,,,1/5/2022,"botm, backlog, to-read","botm (#33), backlog (#166), to-read (#696)",to-read,0
58456216,The Raven Spell (Conspiracy of Magic #1),Luanne G. Smith,"Smith, Luanne G.",,,,0,4.11,,Kindle Edition,261,2022,2022,,,1/5/2022,"2022-popsugar-challange, backlog, kindle, to-read","2022-popsugar-challange (#17), backlog (#165), kindle (#65), to-read (#695)",to-read,0
45043954,Cinderella's Legacy (Fairy-tale Inheritance #0.5),Shonna Slayton,"Slayton, Shonna",,,,0,4.46,Amaretto Press,Kindle Edition,200,2019,,,,1/4/2022,to-read,to-read (#694),to-read,0
40629700,Cinderella's Shoes (Fairy-tale Inheritance #2),Shonna Slayton,"Slayton, Shonna",,,,0,4.02,Amaretto Press,Kindle Edition,326,2018,2015,,,1/4/2022,to-read,to-read (#693),to-read,0
49689418,Beauty's Rose Prequel (Fairy-tale Inheritance #3.5),Shonna Slayton,"Slayton, Shonna",,,,0,3.92,,ebook,,2019,2017,,,1/4/2022,to-read,to-read (#692),to-read,0
42200786,Snow White's Mirror (Fairy-tale Inheritance #3),Shonna Slayton,"Slayton, Shonna",,,,0,4.1,Amaretto Press,Kindle Edition,323,2018,2018,,,1/4/2022,to-read,to-read (#691),to-read,0
57133247,"The Little Mermaid's Voice (Fairy-Tale Inheritance, #6)",Shonna Slayton,"Slayton, Shonna",,,9.78E+12,0,4.15,,ebook,,2021,,,,1/4/2022,to-read,to-read (#690),to-read,0
55816856,Sleeping Beautyâ€™s Spindle,Shonna Slayton,"Slayton, Shonna",,,,0,4.34,Amaretto Press; Revised ed. edition ,ebook,318,2020,2020,,,1/4/2022,to-read,to-read (#689),to-read,0
52949123,Beauty's Rose (Fairy-tale Inheritance #4),Shonna Slayton,"Slayton, Shonna",,,,0,4.18,Amaretto Press,Kindle Edition,298,2019,,,,1/4/2022,to-read,to-read (#688),to-read,0
40389424,Cinderella's Dress (Fairy-tale Inheritance #1),Shonna Slayton,"Slayton, Shonna",,,,0,3.74,Amaretto Press,Kindle Edition,320,2018,2014,,,1/4/2022,to-read,to-read (#687),to-read,0
40914165,The Book Woman of Troublesome Creek,Kim Michele Richardson,"Richardson, Kim Michele",,,,0,4.23,Sourcebooks Landmark,Paperback,309,2019,2019,,,1/4/2022,to-read,to-read (#686),to-read,0
18404194,A Paris Apartment,Michelle Gable,"Gable, Michelle",,1250048737,9.78E+12,3,3.67,Thomas Dunne Books,Hardcover,378,2014,2014,12/3/2021,1/3/2022,5/14/2014,"dg-book-club, 2022-popsugar-challange","dg-book-club (#11), 2022-popsugar-challange (#16)",read,1
52909027,The Lies That Bind,Emily Giffin,"Giffin, Emily",,399178953,9.78E+12,0,3.74,Ballantine Books,Hardcover,352,2020,2020,,,1/1/2022,"to-read, backlog","to-read (#685), backlog (#164)",to-read,0
27395139,Reflection: The Stranger in the Mirror (Records of the Ohanzee #1),Rachel R. Smith,"Smith, Rachel R.",,,,0,3.8,,Kindle Edition,265,2015,2015,,,7/25/2020,"to-read, backlog, kindle, 2022-popsugar-challange","to-read (#445), backlog (#123), kindle (#25), 2022-popsugar-challange (#15)",to-read,0
43301353,The Space Between Worlds,Micaiah Johnson,"Johnson, Micaiah",,,,0,3.98,Crown,,336,2020,2020,,,1/1/2022,"2022-popsugar-challange, backlog, to-read, botm","2022-popsugar-challange (#14), backlog (#163), to-read (#684), botm (#32)",to-read,0
28186322,"A Curious Beginning (Veronica Speedwell, #1)",Deanna Raybourn,"Raybourn, Deanna",,451476026,9.78E+12,0,3.96,Berkley Books,Paperback,339,2016,2015,,,9/23/2020,"to-read, 2022-popsugar-challange","to-read (#475), 2022-popsugar-challange (#13)",to-read,0
53188577,The Little Paris Bookshop,Nina George,"George, Nina",,,,0,3.51,Abacus,Paperback,359,2015,2013,,,1/1/2022,"2022-popsugar-challange, little-free-library","2022-popsugar-challange (#12), little-free-library (#7)",to-read,0
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,778311015,9.78E+12,0,3.77,Park Row,Hardcover,301,2021,2021,,,3/4/2021,"to-read, backlog, botm, 2022-popsugar-challange","to-read (#537), backlog (#51), botm (#23), 2022-popsugar-challange (#11)",to-read,0
57356035,How to Marry Keanu Reeves in 90 Days,K.M. Jackson,"Jackson, K.M.",,1538703505,9.78E+12,0,2.93,Forever,Paperback,336,2021,2021,,,11/3/2021,"to-read, backlog, botm, 2022-popsugar-challange","to-read (#597), backlog (#72), botm (#29), 2022-popsugar-challange (#10)",to-read,0
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,316134023,9.78E+12,0,3.99,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,,,11/4/2021,"to-read, backlog, dg-book-club, 2022-popsugar-challange","to-read (#611), backlog (#89), dg-book-club (#27), 2022-popsugar-challange (#9)",to-read,0
54860241,"This Poison Heart (The Poison Heart, #1)",Kalynn  Bayron,"Bayron, Kalynn",,1547603909,9.78E+12,0,4.19,Bloomsbury YA,Hardcover,384,2021,2021,,,1/1/2022,to-read,to-read (#683),to-read,0
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,1925972593,9.78E+12,0,4.15,Affirm Press,Paperback,384,2021,2020,,,1/1/2022,to-read,to-read (#682),to-read,0
55573806,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,059339576X,9.78E+12,0,4.08,Random House Large Print Publishing,Paperback,512,2021,2021,,,11/4/2021,"to-read, backlog, botm, 2022-popsugar-challange","to-read (#607), backlog (#84), botm (#31), 2022-popsugar-challange (#6)",to-read,0
56898076,The Inheritance of OrquÃ­dea Divina,Zoraida CÃ³rdova,"CÃ³rdova, Zoraida",,1982102543,9.78E+12,0,3.99,Atria Books,Hardcover,336,2021,2021,,,11/3/2021,"to-read, backlog, botm, 2022-popsugar-challange","to-read (#602), backlog (#78), botm (#30), 2022-popsugar-challange (#5)",to-read,0
36687004,The Gender Game (The Gender Game #1),Bella Forrest,"Forrest, Bella",,,,0,3.85,Nightlight ,Kindle Edition,418,2017,2016,,,3/6/2018,"to-read, backlog, kindle, 2022-popsugar-challange","to-read (#323), backlog (#124), kindle (#26), 2022-popsugar-challange (#3)",to-read,0
55479352,Before She Was Helen,Caroline B. Cooney,"Cooney, Caroline B.",,1728239745,9.78E+12,0,3.64,Poisoned Pen Press,Paperback,336,2021,2020,,,11/3/2021,"to-read, backlog, dg-book-club, 2022-popsugar-challange","to-read (#593), backlog (#66), dg-book-club (#18), 2022-popsugar-challange (#1)",to-read,0
10870072,State of Wonder,Ann Patchett,"Patchett, Ann",,006204981X,9.78E+12,0,3.88,Harper Perennial,Paperback,370,2012,2011,,,4/3/2013,"to-read, backlog, kindle","to-read (#135), backlog (#162), kindle (#64)",to-read,0
17250740,Lark's Choice (The Deeds of the Ariane Novellas #3),Barbara Cool Lee,"Lee, Barbara Cool",,,9.78E+12,0,4.21,Pajaro Bay Publishing,Paperback,,2012,2012,,,1/1/2022,"to-read, backlog, kindle","to-read (#681), backlog (#161), kindle (#63)",to-read,0
17250748,Lark's Secret (The Deeds of the Ariane Novellas #2),Barbara Cool Lee,"Lee, Barbara Cool",,,9.78E+12,0,4.04,Pajaro Bay Publishing,Paperback,,2012,2012,,,1/1/2022,"to-read, backlog, kindle","to-read (#680), backlog (#160), kindle (#62)",to-read,0
17250731,"Lark's Quest (The Deeds of the Ariane Novellas, #1)",Barbara Cool Lee,"Lee, Barbara Cool",,,9.78E+12,0,3.74,Pajaro Bay Publishing,Paperback,57,2012,2012,,,1/1/2022,"to-read, backlog, kindle","to-read (#679), backlog (#159), kindle (#61)",to-read,0
5777570,"How to Be a Hepburn in a Hilton World: The Art of Living with Style, Class, and Grace",Jordan Christy,"Christy, Jordan",,1599951835,9.78E+12,0,3.18,Center Street,Hardcover,196,2009,2009,,,7/30/2012,"to-read, backlog, kindle","to-read (#95), backlog (#158), kindle (#60)",to-read,0
20566182,Real Happy Family,Caeli Wolfson Widger,"Widger, Caeli Wolfson",,,,0,3.11,Amazon Publishing,Kindle Edition,384,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#678), backlog (#157), kindle (#59)",to-read,0
11513988,A Novel Death (Delhi Laine Mystery #1),Judi Culbertson,"Culbertson, Judi",,803476639,9.78E+12,0,3.26,Thomas & Mercer,Hardcover,208,2011,2011,,,9/11/2014,"to-read, backlog, kindle","to-read (#220), backlog (#156), kindle (#58)",to-read,0
16158563,The Bookmanâ€™s Tale,Charlie Lovett,"Lovett, Charlie",,670026476,9.78E+12,0,3.76,Viking,Hardcover,352,2013,2013,,,5/14/2014,"to-read, backlog, kindle","to-read (#194), backlog (#155), kindle (#57)",to-read,0
20702145,Seeking Solace: Book I Solace,Anna Steffl,"Steffl, Anna",,988273977,9.78E+12,0,3.65,"evenSO Press, LLC",Paperback,274,2014,2014,,,10/13/2014,"to-read, backlog, kindle","to-read (#227), backlog (#154), kindle (#56)",to-read,0
23252517,"The Law of Moses (The Law of Moses, #1)",Amy Harmon,"Harmon, Amy",,,,0,4.34,Amy Harmon,Kindle Edition,359,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#677), backlog (#153), kindle (#55)",to-read,0
20172134,"Nightmares! (Nightmares!, #1)",Jason Segel,"Segel, Jason","Kirsten Miller, Karl Kwasny",385744250,9.78E+12,0,3.88,Delacorte Books for Young Readers,Hardcover,355,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#676), backlog (#152), kindle (#54)",to-read,0
37762452,"The Clockwise Collection - Box Set (#1, #2, #3)",Elle Strauss,"Strauss, Elle",,,,0,0,,ebook,,2012,,,,1/1/2022,"to-read, backlog, kindle","to-read (#675), backlog (#151), kindle (#53)",to-read,0
10574690,"Anathema (Cloud Prophet Trilogy, #1)",Megg Jensen,"Jensen, Megg",,1460905091,1.23E+12,0,3.61,Createspace,Paperback,206,2011,2011,,,1/1/2022,"to-read, backlog, kindle","to-read (#674), backlog (#150), kindle (#52)",to-read,0
55533186,"Honeymoon for One (Honeymoon, #1)",Lily Zante,"Zante, Lily",,,,0,3.57,Lily Zante,Kindle Edition,174,2020,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#673), backlog (#149), kindle (#51)",to-read,0
20762441,The Blemished Series: Complete Boxed Set,Sarah Dalton,"Dalton, Sarah",,,,0,3.98,,Kindle Edition,916,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#672), backlog (#148), kindle (#50)",to-read,0
13557166,"Snow White Sorrow (The Grimm Diaries, #1)",Cameron Jace,"Jace, Cameron",,,9.78E+12,0,3.82,J A W I G I,ebook,480,2013,2013,,,1/1/2022,"to-read, backlog, kindle","to-read (#671), backlog (#147), kindle (#49)",to-read,0
248583,"Girl's Guide to Witchcraft (Jane Madison, #1)",Mindy Klasky,"Klasky, Mindy",,373896077,9.78E+12,0,3.69,Red Dress Ink,Paperback,426,2006,2006,,,1/1/2022,"to-read, backlog, kindle","to-read (#670), backlog (#146), kindle (#48)",to-read,0
22059095,"Cupcakes, Trinkets, and Other Deadly Magic (The Dowser #1)",Meghan Ciana Doidge,"Doidge, Meghan Ciana",,,,0,3.82,Old Man in the CrossWalk Productions,ebook,232,2013,2013,,,1/1/2022,"to-read, backlog, kindle","to-read (#669), backlog (#145), kindle (#47)",to-read,0
26124221,Warrior in Bronze (Agamemnon #1),George Shipway,"Shipway, George",,,,0,3.86,CNPosner Books,Kindle Edition,288,2015,1977,,,1/1/2022,"to-read, backlog, kindle","to-read (#668), backlog (#144), kindle (#46)",to-read,0
12177772,"Remembrance (Transcend Time, #1)",Michelle Madow,"Madow, Michelle",,615512445,9.78E+12,0,3.58,Dreamscape Publishing,Paperback,314,2011,2011,,,11/17/2011,"to-read, backlog, kindle","to-read (#56), backlog (#143), kindle (#45)",to-read,0
19140981,Children to a Degree: Growing Up Under the Third Reich: Book 1,Horst Christian,"Christian, Horst",,,,0,3.86,Horst Christian,Kindle Edition,191,2013,2013,,,1/1/2022,"to-read, backlog, kindle","to-read (#667), backlog (#142), kindle (#44)",to-read,0
23809411,"Guinevere: A Medieval Romance (Guinevere, #1-3)",Lavinia Collins,"Collins, Lavinia",,,,0,3.73,The Book Folks Arthurian fantasy historical fiction publisher,Kindle Edition,390,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#666), backlog (#141), kindle (#43)",to-read,0
