Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Started,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count
55053187,"Portrait of a Scotsman (A League of Extraordinary Women, #3)",Evie Dunmore,"Dunmore, Evie",,198480572X,9.78E+12,0,3.88,Berkley,Paperback,448,2021,2021,,,9/28/2021,to-read,to-read (#577),to-read,0
55768383,Bringing Down The Duke: The Wedding Story,Evie Dunmore,"Dunmore, Evie",,,,0,4.01,,ebook,20,,,,,9/28/2021,to-read,to-read (#576),to-read,0
43521785,"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,"Dunmore, Evie",,1984805681,9.78E+12,3,3.98,Berkley,Paperback,368,2019,2019,9/26/2021,9/28/2021,9/22/2021,,,read,1
53914972,The Windsor Knot (Her Majesty the Queen Investigates #1),S.J.  Bennett,"Bennett, S.J.",,63050005,9.78E+12,0,3.54,William Morrow,Hardcover,288,2021,2020,,,9/22/2021,to-read,to-read (#575),to-read,0
52886627,"You Had Me at Hola (Primas of Power, #1)",Alexis Daria,"Daria, Alexis",,006295993X,9.78E+12,0,3.71,Avon,ebook,384,2020,2020,,,9/22/2021,to-read,to-read (#574),to-read,0
31050237,"A â€‹Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,1526602318,9.78E+12,4,4.4,Bloomsbury Publishing,Hardcover,757,2021,2021,8/10/2021,9/9/2021,1/26/2021,,,read,1
43885693,"Conceal, Don't Feel (Twisted Tales)",Jen Calonita,"Calonita, Jen",,1368052231,9.78E+12,4,3.82,Disney-Hyperion,Hardcover,312,2019,2019,8/31/2021,9/6/2021,2/19/2020,,,read,1
56304464,Fault Lines,Emily Itami,"Itami, Emily",,63099802,9.78E+12,0,3.76,Custom House,Hardcover,224,2021,2021,,,8/31/2021,to-read,to-read (#572),to-read,0
56897459,The Magician,Colm TÃ³ibÃ­n,"TÃ³ibÃ­n, Colm",,1476785082,9.78E+12,0,4.08,Scribner,Hardcover,498,2021,2021,,,8/31/2021,to-read,to-read (#571),to-read,0
298567,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",Joseph Delaney,"Delaney, Joseph",Patrick  Arrasmith,60766204,9.78E+12,0,4,Harper Trophy,Paperback,344,2006,2004,,,8/28/2021,to-read,to-read (#569),to-read,0
55080080,"The Intimacy Experiment (The Roommate, #2)",Rosie Danan,"Danan, Rosie",,,,3,3.75,,Kindle Edition,332,2021,2021,8/21/2021,8/25/2021,8/21/2021,,,read,1
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,62662856,9.78E+12,5,4.21,Quill Tree Books,ebook,400,2019,2019,8/21/2021,8/22/2021,6/17/2020,,,read,1
21418015,"Foxglove Summer (Rivers of London, #5)",Ben Aaronovitch,"Aaronovitch, Ben",,,,4,4.2,DAW,Kindle Edition,333,2015,2014,7/17/2021,8/22/2021,7/17/2021,,,read,1
36899934,"The Awkward Thoughts of W. Kamau Bell: Tales of a 6' 4,"" African American, Heterosexual, Cisgender, Left-Leaning, Asthmatic, Black and Proud Blerd, Mama's Boy, Dad, and Stand-Up Comedian",W Kamau Bell,"Bell, W Kamau",,1101985887,9.78E+12,5,3.99,Dutton Books,Paperback,352,2018,2017,1/2/2021,8/15/2021,1/25/2021,,,read,1
50175311,Goodnight Beautiful,Aimee Molloy,"Molloy, Aimee",,62881922,9.78E+12,0,3.78,Harper,Hardcover,289,2020,2020,,,8/15/2021,to-read,to-read (#568),to-read,0
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,1524761338,9.78E+12,4,3.43,Ballantine Books,Hardcover,370,2020,2020,8/2/2021,8/8/2021,7/9/2020,,,read,1
52501482,"The Inheritance Games (Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,,,0,4.24,"Little, Brown Books for Young Readers",Kindle Edition,384,2020,2020,,,8/5/2021,to-read,to-read (#567),to-read,0
56765784,The Confidence Men,Margalit Fox,"Fox, Margalit",,1984853848,9.78E+12,0,3.7,Random House,Paperback,352,2021,,,,7/28/2021,to-read,to-read (#566),to-read,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,,,4,4.03,Henry Holt and Company,Hardcover,422,2014,2014,7/19/2021,7/26/2021,7/19/2021,,,read,1
58542840,Renegades: Born in the USA,Barack Obama,"Obama, Barack",Bruce Springsteen,593236319,9.78E+12,0,4.31,Crown Publishing Group (NY),Hardcover,320,2021,2021,,,7/23/2021,to-read,to-read (#565),to-read,0
52838327,In the Heights: Finding Home,Lin-Manuel Miranda,"Miranda, Lin-Manuel","Quiara AlegrÃ­a Hudes, Jeremy McCarter",593229592,9.78E+12,5,4.46,Random House,Hardcover,288,2021,2021,6/23/2021,7/22/2021,6/23/2021,,,read,1
7905917,Alexander Hamilton,Ron Chernow,"Chernow, Ron",Scott Brick,,,4,4.2,Penguin Audio Books,Audible Audio,36,2005,2004,5/12/2021,7/22/2021,5/12/2021,,,read,1
18621945,Broken Homes (Peter Grant #4),Ben Aaronovitch,"Aaronovitch, Ben",,,,4,4.17,DAW Books,Kindle Edition,320,2014,2013,6/6/2021,7/17/2021,6/6/2021,,,read,1
40930303,"Siege and Storm (The Grisha, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.86, Henry Holt and Co.,Kindle Edition,448,2013,2013,6/28/2021,7/17/2021,6/28/2021,,,read,1
37486228,Not Our Kind,Kitty Zeldis,"Zeldis, Kitty",,62844237,9.78E+12,3,3.74,Harper,Hardcover,352,2018,2018,6/25/2021,7/6/2021,2/21/2019,,,read,1
55333938,The Personal Librarian,Marie Benedict,"Benedict, Marie",Victoria Christopher Murray,,,0,4.07,Berkley Books,Hardcover,341,2021,2021,,,6/28/2021,to-read,to-read (#564),to-read,0
52078691,The Book of V.,Anna Solomon,"Solomon, Anna",,1250257018,9.78E+12,0,3.35,Henry Holt & Company,Hardcover,320,2020,2020,,,6/26/2021,to-read,to-read (#563),to-read,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,4,3.99,St. Martin's Griffin,Kindle Edition,483,2013,2013,6/15/2021,6/19/2021,8/12/2013,,,read,1
42074525,The City We Became (Great Cities #1),N.K. Jemisin,"Jemisin, N.K.",Benjamin Mildner,,,3,3.92,Orbit,Hardcover,437,2020,2020,4/24/2021,6/14/2021,7/15/2020,,,read,1
57767132,Whispers Under Ground (Peter Grant #3),Ben Aaronovitch,"Aaronovitch, Ben",,,,4,4.15,Del Rey,Kindle Edition,322,2012,2012,4/19/2021,6/6/2021,4/19/2021,,,read,1
36315977,"Shadow and Bone (The Grisha, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.96,Henry Holt and Co.,Kindle Edition,369,2012,2012,5/7/2021,5/15/2021,5/7/2021,,,read,1
20758104,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,763676187,9.78E+12,0,3.97,Candlewick Press,Paperback,512,2014,2008,,,5/30/2021,to-read,to-read (#562),to-read,0
55577521,"The Betrayed (The Betrothed, #2)",Kiera Cass,"Cass, Kiera",,62291661,9.78E+12,0,3.74,HarperTeen,Hardcover,292,2021,2021,,,5/25/2021,to-read,to-read (#561),to-read,0
10104,The Six Wives of Henry VIII,Alison Weir,"Weir, Alison",,802136834,9.78E+12,0,4.09,Grove Press,Paperback,643,1992,1992,,,5/19/2021,to-read,to-read (#560),to-read,0
44678031,Yearbook,Seth Rogen,"Rogen, Seth",,1984825402,9.78E+12,0,4.19,Crown Publishing Group (NY),Hardcover,260,2021,2021,,,5/15/2021,to-read,to-read (#559),to-read,0
52969580,Burnt Sugar,Avni Doshi,"Doshi, Avni",,024144151X,9.78E+12,0,3.32,Hamish Hamilton,Paperback,240,2020,2019,,,5/12/2021,to-read,to-read (#558),to-read,0
49570871,"Mistress of Rome (The Empress of Rome, #1)",Kate Quinn,"Quinn, Kate",,425232476,9.78E+12,0,4.03,Berkley Books,Paperback,470,2019,2010,,,5/12/2021,to-read,to-read (#557),to-read,0
52320705,Who Is Maud Dixon?,Alexandra  Andrews,"Andrews, Alexandra",,316500313,9.78E+12,0,3.86,"Little, Brown And Company",Hardcover,324,2021,2021,,,5/12/2021,to-read,to-read (#556),to-read,0
53310061,Dial A for Aunties (Aunties #1),Jesse Q. Sutanto,"Sutanto, Jesse Q.",,593336739,9.78E+12,0,3.78,Berkley,Hardcover,299,2021,2021,,,5/12/2021,to-read,to-read (#555),to-read,0
38362811,The Witches Are Coming,Lindy West,"West, Lindy",,316449881,9.78E+12,0,4.14,Hachette Books,Hardcover,260,2019,2019,,,5/12/2021,to-read,to-read (#554),to-read,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,1982134194,9.78E+12,0,4.09,Atria Books,Hardcover,368,2021,2021,,,4/30/2021,to-read,to-read (#553),to-read,0
57767036,"Moon Over Soho (Peter Grant, #2)",Ben Aaronovitch,"Aaronovitch, Ben",,,,4,4.09,Del Rey,Kindle Edition,306,2011,2011,3/16/2021,4/19/2021,2/10/2021,,,read,1
57700492,"Go Tell the Bees That I Am Gone (Outlander, #9)",Diana Gabaldon,"Gabaldon, Diana",,1101885688,9.78E+12,0,4.47,Delacorte Press,Hardcover,902,2021,2021,,,11/28/2016,to-read,to-read (#287),to-read,0
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,62678108,9.78E+12,0,4.13,Harper Voyager,Hardcover,533,2017,2017,,,4/14/2021,to-read,to-read (#552),to-read,0
44074800,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Hendrix, Grady",,,,0,3.83,Quirk Books,Kindle Edition,410,2020,2020,,,4/14/2021,to-read,to-read (#551),to-read,0
52346471,Firekeeper's Daughter,Angeline Boulley,"Boulley, Angeline",,,,0,4.39,"Henry, Holt and Co. (BYR)",Hardcover,496,2021,2021,,,4/14/2021,to-read,to-read (#550),to-read,0
53965524,The Power of Ritual: Turning Everyday Activities into Soulful Practices,Casper ter Kuile,"Kuile, Casper ter",,,,5,3.92,HarperAudio,Audible Audio,,2020,2020,4/5/2021,4/11/2021,4/5/2021,,,read,1
21416690,"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,"Cogman, Genevieve",,1447256239,9.78E+12,0,3.73,Tor UK,Paperback,329,2015,2014,,,4/7/2021,to-read,to-read (#548),to-read,0
54304125,The Final Revival of Opal & Nev,Dawnie Walton,"Walton, Dawnie",,198214016X,9.78E+12,4,3.89,37 Ink,Hardcover,368,2021,2021,3/4/2016,4/6/2021,3/18/2021,botm,botm (#21),read,1
26067919,The Princess Diarist,Carrie Fisher,"Fisher, Carrie",Billie Lourd,399565558,9.78E+12,5,3.69,Penguin Audiobooks,Audio CD,5,2016,2016,3/28/2021,3/28/2021,3/28/2021,,,read,1
578227,Delusions of Grandma,Carrie Fisher,"Fisher, Carrie",,671738623,9.78E+12,0,3.44,Pocket Books,Paperback,288,1995,1994,,,3/28/2021,to-read,to-read (#547),to-read,0
306010,Postcards from the Edge,Carrie Fisher,"Fisher, Carrie",,743466519,9.78E+12,0,3.61,Pocket,Paperback,226,2002,1987,,,3/28/2021,to-read,to-read (#546),to-read,0
4961048,Wishful Drinking,Carrie Fisher,"Fisher, Carrie",,1439102252,9.78E+12,0,3.8,Simon & Schuster,Hardcover,163,2008,2008,,,3/28/2021,to-read,to-read (#545),to-read,0
54717138,The Nature of Witches,Rachel  Griffin,"Griffin, Rachel",,1728229421,9.78E+12,0,3.9,Sourcebooks Fire,Hardcover,384,2021,2021,,,3/20/2021,to-read,to-read (#544),to-read,0
41154302,"Pride, Prejudice, and Other Flavors (The Rajes, #1)",Sonali Dev,"Dev, Sonali",,,,0,3.69,William Morrow Paperbacks,Paperback,481,2019,2019,,,3/20/2021,to-read,to-read (#543),to-read,0
57330219,In a Book Club Far Away,Tif Marcelo,"Marcelo, Tif",,,9.78E+12,0,3.55,Gallery Books ,Hardcover,385,2021,2021,,,3/18/2021,"to-read, backlog, botm","to-read (#542), backlog (#50), botm (#22)",to-read,0
17346698,"March: Book One (March, #1)",John             Lewis,"Lewis, John","Andrew Aydin, Nate Powell",1603093001,9.78E+12,0,4.33,Top Shelf Productions,Paperback,128,2013,2013,,,3/18/2021,to-read,to-read (#541),to-read,0
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,,,0,4.46,Tor Books,Kindle Edition,394,2020,2020,,,3/17/2021,to-read,to-read (#540),to-read,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,,,0,3.96,Saga Press,Kindle Edition,209,2019,2019,,,3/17/2021,to-read,to-read (#539),to-read,0
462033,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,"Winspear, Jacqueline",,142004332,9.78E+12,4,3.91,Penguin,Paperback,292,2004,2003,2/13/2021,3/16/2021,5/14/2020,,,read,1
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,,,5,4.5,Balzer + Bray,Hardcover,454,2017,2017,3/8/2021,3/16/2021,8/15/2020,,,read,1
4979435,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,545139708,9.78E+12,5,4.62,"Arthur A. Levine Books, Scholastic, Inc.",Paperback,759,2009,2007,6/8/2020,3/4/2021,9/10/2010,,,read,4
40960334,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,,,0,4.29,Orbit,Kindle Edition,416,2018,2018,,,3/4/2021,to-read,to-read (#536),to-read,0
44012880,"Fable (Fable, #1)",Adrienne Young,"Young, Adrienne",,,,0,4.09,Wednesday Books,Hardcover,357,2020,2020,,,3/1/2021,to-read,to-read (#535),to-read,0
55854450,Gilded,Marissa Meyer,"Meyer, Marissa",Rebecca Soler,,,0,3.95,Macmillan Young Listeners,Audible Audio,14,2021,2021,,,2/26/2021,to-read,to-read (#534),to-read,0
29889955,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,042528655X,9.78E+12,5,4.28,Ballantine Books,Paperback,416,2016,1987,2/13/2021,2/23/2021,2/13/2021,,,read,1
29359948,A Map for Wrecked Girls,Jessica  Taylor,"Taylor, Jessica",,735228116,9.78E+12,0,3.62,Dial Books,Hardcover,368,2017,2017,,,2/18/2021,to-read,to-read (#532),to-read,0
44015108,"The Guinevere Deception (Camelot Rising, #1)",Kiersten White,"White, Kiersten",,,,3,3.78,Delacorte Press,Kindle Edition,352,2019,2019,1/18/2021,2/13/2021,1/18/2021,,,read,1
53914966,The Historians,Cecilia EkbÃ¤ck,"EkbÃ¤ck, Cecilia",,63043009,9.78E+12,0,3.8,Harper Perennial,Paperback,464,2021,2020,,,2/13/2021,to-read,to-read (#531),to-read,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,0,4.32,Orbit,Paperback,468,2015,2015,,,2/10/2021,to-read,to-read (#530),to-read,0
10836728,"The Rook (The Checquy Files, #1)",Daniel O'Malley,"O'Malley, Daniel",,316098795,9.78E+12,0,4.1,"Little, Brown and Company",Hardcover,496,2012,2012,,,2/10/2021,to-read,to-read (#529),to-read,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,575097566,9.78E+12,5,3.87,Gollancz,Hardcover,392,2011,2011,1/26/2021,2/7/2021,6/17/2020,,,read,1
33163378,Moxie,Jennifer Mathieu,"Mathieu, Jennifer",,1626726353,9.78E+12,0,4.25,Roaring Brook Press,Hardcover,330,2017,2017,,,2/7/2021,to-read,to-read (#528),to-read,0
38461100,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",Bahni Turpin,1538475316,9.78E+12,4,4.5,"Blackstone Audio, Inc.",Audiobook,8,2018,2018,1/29/2021,2/16/2021,2/6/2021,,,read,1
55077454,The Meaning of Mariah Carey,Mariah Carey,"Carey, Mariah",Michaela Angela Davis,,,0,4.04,Audible Studios,Audible Audio,18,2020,2020,,,2/6/2021,to-read,to-read (#527),to-read,0
49405179,The Return,Nicholas Sparks,"Sparks, Nicholas",,1538728575,9.78E+12,3,3.92,Grand Central Publishing,Hardcover,355,2020,2020,2/2/2021,2/4/2021,2/2/2021,,,read,1
2385175,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,"Gilbert, Elizabeth",,1594132666,9.78E+12,0,3.6,Large Print Press,Paperback,631,2007,2006,,,1/31/2021,"to-read, backlog, library-of-mom","to-read (#526), backlog (#49), library-of-mom (#6)",to-read,0
6528034,True Blue,David Baldacci,"Baldacci, David",,446195510,9.78E+12,0,3.9,Grand Central Publishing,Hardcover,456,2009,2009,,,1/31/2021,"to-read, backlog, library-of-mom","to-read (#525), backlog (#48), library-of-mom (#5)",to-read,0
19502593,Sycamore Row,John Grisham,"Grisham, John",,345543246,9.78E+12,0,4.05,Dell,Mass Market Paperback,642,2014,2013,,,1/31/2021,"to-read, backlog, library-of-mom","to-read (#524), backlog (#47), library-of-mom (#4)",to-read,0
482980,Summer Sisters,Judy Blume,"Blume, Judy",,440226430,9.78E+12,0,3.85,Dell,Paperback,399,1999,1998,,,1/31/2021,"to-read, backlog, library-of-mom","to-read (#521), backlog (#45), library-of-mom (#3)",to-read,0
3445382,Mazes and Monsters,Rona Jaffe,"Jaffe, Rona",,440055369,9.78E+12,0,3.26,Delacorte Press,Unknown Binding,329,1981,1981,,,1/31/2021,"to-read, backlog, library-of-mom","to-read (#522), backlog (#46), library-of-mom (#2)",to-read,0
39863498,"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,"Chokshi, Roshani",,125014454X,9.78E+12,0,3.74,Wednesday Books,Hardcover,388,2019,2019,,,1/31/2021,"to-read, backlog","to-read (#520), backlog (#44)",to-read,0
56084279,This Close to Okay,Leesa Cross-Smith,"Cross-Smith, Leesa",,1538715376,9.78E+12,0,3.74,Grand Central Publishing,Hardcover,320,2021,2021,,,1/31/2021,"to-read, backlog, botm","to-read (#519), backlog (#43), botm (#19)",to-read,0
43015671,Eliza Hamilton: The Extraordinary Life and Times of the Wife of Alexander Hamilton,Tilar J. Mazzeo,"Mazzeo, Tilar J.",,1501166344,9.78E+12,0,3.92,Gallery Books,Paperback,368,2019,2018,,,1/31/2021,"to-read, backlog","to-read (#518), backlog (#42)",to-read,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil Smith,198216963X,9.78E+12,0,4.2,Atria Books,Hardcover,336,2020,2019,,,1/31/2021,"to-read, backlog, botm","to-read (#517), backlog (#41), botm (#18)",to-read,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,765387565,9.78E+12,0,4.23,Tor Books,Hardcover,444,2020,2020,,,9/4/2020,"to-read, backlog, botm","to-read (#466), backlog (#40), botm (#16)",to-read,0
54911607,The Guest List,Lucy Foley,"Foley, Lucy",,62868934,9.78E+12,0,3.86,William Morrow,Hardcover,313,2020,2020,,,1/31/2021,"to-read, backlog, botm","to-read (#515), backlog (#39), botm (#15)",to-read,0
53091994,Black Buck,Mateo Askaripour,"Askaripour, Mateo",,,,0,3.76,Houghton Mifflin Harcourt,Hardcover,388,2021,2021,,,12/17/2020,"to-read, backlog, botm","to-read (#507), backlog (#38), botm (#14)",to-read,0
18657790,"Ajax Penumbra 1969 (Mr. Penumbra's 24-Hour Bookstore, #0.5)",Robin Sloan,"Sloan, Robin",,,,0,3.77,Picador,Paperback,65,2013,2012,,,1/24/2021,to-read,to-read (#514),to-read,0
17332320,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,1250037751,9.78E+12,4,3.73,Picador,Paperback,288,2013,2012,1/14/2021,1/24/2021,1/7/2019,,,read,1
51351884,Real Men Knit,Kwana Jackson,"Jackson, Kwana",K.M. Jackson,1984806505,9.78E+12,0,3.28,Berkley,Paperback,336,2020,2020,,,1/24/2021,to-read,to-read (#513),to-read,0
36621389,The One for Whom Food Is Not Enough,Amanda Gorman,"Gorman, Amanda",,990012298,9.78E+12,0,4,Urban Word LA,Paperback,60,2015,,,,1/20/2021,to-read,to-read (#512),to-read,0
2832909,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,"Gabaldon, Diana",,752898477,9.78E+12,5,4.43,Orion,Hardcover,820,2010,2009,10/6/2020,1/18/2021,11/28/2016,,,read,1
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,593230256,9.78E+12,0,4.55,Random House,Hardcover,496,2020,2020,,,1/18/2021,to-read,to-read (#511),to-read,0
53095098,The Charmed Wife,Olga Grushin,"Grushin, Olga",,,,0,3.19,Putnam,Hardcover,,2021,2021,,,1/15/2021,to-read,to-read (#510),to-read,0
55364115,A Promised Land,Barack Obama,"Obama, Barack",,,,5,4.36,Random House Audio,Audible Audio,30,2020,2020,12/7/2020,1/15/2021,10/28/2020,,,read,1
56187264,The Office of Historical Corrections,Danielle  Evans,"Evans, Danielle",,1594487332,,5,4.23,Riverhead Books,Hardcover,280,2020,2020,1/4/2021,1/11/2021,1/4/2021,botm,botm (#12),read,1
141270,"ArsÃ¨ne Lupin, Gentleman-Thief (ArsÃ¨ne Lupin, #1)",Maurice Leblanc,"Leblanc, Maurice","Michael Sims, Alexander Teixeira de Mattos",,,0,3.83,Penguin Classics,Paperback,279,2007,1907,,,1/11/2021,to-read,to-read (#509),to-read,0
25733957,For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education,Christopher Emdin,"Emdin, Christopher",,807006408,9.78E+12,4,4.08,Beacon Press,Hardcover,232,2016,2016,6/20/2020,11/21/2020,6/20/2020,,,read,1
34555335,Hiddensee: A Tale of the Once and Future Nutcracker,Gregory Maguire,"Maguire, Gregory",,,,3,3.17,William Morrow,Kindle Edition,304,2017,2017,12/19/2020,1/3/2021,1/7/2019,,,read,1
39971465,The Only Woman in the Room,Marie Benedict,"Benedict, Marie",,1492666866,9.78E+12,0,3.8,Sourcebooks Landmark,Hardcover,256,2019,2019,,,12/29/2020,to-read,to-read (#508),to-read,0
40910991,Becoming,Michelle Obama,"Obama, Michelle",,,9.78E+12,5,4.5,Books on Tape,Audiobook,20,2018,2018,2/22/2020,3/16/2020,3/15/2020,,,read,1
27840861,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.61,Henry Holt and Company,Hardcover,546,2016,2016,6/4/2020,6/15/2020,6/4/2020,,,read,1
43228610,One Day in December,Josie Silver,"Silver, Josie",,,9.78E+12,4,3.9,"Broadway Books, Crown Publishing Group",Hardcover,393,2018,2018,12/14/2020,12/18/2020,1/7/2019,botm,botm (#4),read,1
188201,Comfort & Joy,Kristin Hannah,"Hannah, Kristin",,345483790,9.78E+12,0,3.58,Ballantine Books,Paperback,272,2006,2005,,,12/16/2020,to-read,to-read (#506),to-read,0
15793166,"The Midwife's Tale (Midwife Mysteries, #1)",Sam   Thomas,"Thomas, Sam",,1250010764,9.78E+12,0,3.66,Minotaur Books,Hardcover,320,2013,2012,,,12/16/2020,to-read,to-read (#505),to-read,0
29661618,"Just One Damned Thing After Another (The Chronicles of St Mary's, #1)",Jodi Taylor,"Taylor, Jodi",,,,0,3.89,Night Shade Books,Hardcover,480,2016,2013,,,12/16/2020,to-read,to-read (#504),to-read,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,0,4.19,Riverhead Books,Hardcover,343,2020,2020,,,12/16/2020,to-read,to-read (#503),to-read,0
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",Julia Osuna Aguilar,241364906,9.78E+12,0,4.34,Hamish Hamilton,Hardcover,453,2019,2019,,,12/16/2020,to-read,to-read (#502),to-read,0
42478640,Tuesday Mooney Talks to Ghosts,Kate Racculia,"Racculia, Kate",,358023939,9.78E+12,0,3.9,Mariner Books,Hardcover,359,2019,2019,,,12/16/2020,to-read,to-read (#501),to-read,0
902,The Westing Game,Ellen Raskin,"Raskin, Ellen",,014240120X,9.78E+12,0,4.01,Puffin,Paperback,182,2004,1978,,,12/16/2020,to-read,to-read (#500),to-read,0
51518972,"Majesty (American Royals, #2)",Katharine McGee,"McGee, Katharine",Laureline Chaplain,198483021X,9.78E+12,3,3.74,Random House Books for Young Readers,Hardcover,374,2020,2020,12/12/2020,12/13/2020,7/7/2020,,,read,1
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,1476738017,9.78E+12,5,4.36,Atria Books,Hardcover,337,2014,2012,11/22/2020,12/10/2020,11/22/2020,,,read,1
50892349,"Magic Lessons (Practical Magic, #0.1)",Alice Hoffman,"Hoffman, Alice",,1982108843,9.78E+12,5,4.21,Simon  Schuster,Hardcover,396,2020,2020,10/28/2020,11/22/2020,9/4/2020,the-lit-bar-bookshop,the-lit-bar-bookshop (#7),read,1
34728925,"The Strange Case of the Alchemist's Daughter (The Extraordinary Adventures of the Athena Club, #1)",Theodora Goss,"Goss, Theodora",,1534409637,9.78E+12,0,3.82,Simon & Schuster Books for Young Readers,Paperback,402,2017,2017,,,11/21/2020,to-read,to-read (#499),to-read,0
13590839,"Born Wicked (The Cahill Witch Chronicles, #1)",Jessica Spotswood,"Spotswood, Jessica",,142421871,9.78E+12,0,3.9,Speak,Paperback,352,2013,2012,,,1/7/2019,"backlog, dg-book-club, to-read","backlog (#5), dg-book-club (#9), to-read (#498)",to-read,0
136782,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,"Horowitz, Anthony",,014240165X,9.78E+12,0,3.98,Speak,Paperback,256,2004,2000,,,11/17/2020,to-read,to-read (#497),to-read,0
43684727,The Grammarians,Cathleen Schine,"Schine, Cathleen",Hillary Huber,125024174X,9.78E+12,0,3.59,MacMillan Audio,Audio CD,8,2019,2019,,,11/15/2020,to-read,to-read (#496),to-read,0
52945057,"Break Your Glass Slippers (You Are Your Own Fairy Tale, #1)",Amanda Lovelace,"Lovelace, Amanda",,1524851892,9.78E+12,0,4,Andrews McMeel Publishing,Paperback,160,2020,2020,,,11/12/2020,to-read,to-read (#495),to-read,0
55851555,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,"Heughan, Sam","Graham McTavish, Charlotte Reather, Diana Gabaldon",,,0,4.1,Hodder & Stoughton Ltd,Hardcover,297,2020,2020,,,11/12/2020,to-read,to-read (#494),to-read,0
34037113,"The Rules of Magic (Practical Magic, #0.2)",Alice Hoffman,"Hoffman, Alice",,,,5,3.99,Simon & Schuster,Kindle Edition,369,2017,2017,10/18/2020,10/28/2020,11/16/2017,,,read,1
25898216,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,"Kendi, Ibram X.",,1568584636,9.78E+12,0,4.54,Bold Type Books,Hardcover,592,2016,2016,,,10/28/2020,to-read,to-read (#493),to-read,0
40969531,A Winter's Promise (The Mirror Visitor #1),Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,,,0,4.1,Europa Editions,Kindle Edition,492,2018,2013,,,10/28/2020,to-read,to-read (#492),to-read,0
43521657,The Ten Thousand Doors of January,Alix E. Harrow,"Harrow, Alix E.",,316421995,9.78E+12,0,4.05,Redhook,Hardcover,374,2019,2019,,,10/28/2020,to-read,to-read (#491),to-read,0
