gid,award_rank,award_votes,award_category,award_year,pages,date_published
15711341,10,6060,Paranormal Fantasy,2013,433,2013-03-05
12958034,11,2756,Paranormal Fantasy,2013,352,2013-02-05
15985348,12,2143,Paranormal Fantasy,2013,338,2013-05-07
13477883,13,1958,Paranormal Fantasy,2013,448,2013-06-04
10184403,14,1262,Paranormal Fantasy,2013,357,2013-09-03
16130369,15,972,Paranormal Fantasy,2013,354,2013-08-27
15985372,16,663,Paranormal Fantasy,2013,570,2013-07-02
10331050,17,656,Paranormal Fantasy,2013,440,2012-12-31
15732001,18,589,Paranormal Fantasy,2013,337,2013-04-02
12119496,19,572,Paranormal Fantasy,2013,388,2012-11-27
12528745,20,301,Paranormal Fantasy,2013,357,2013-10-01
17262203,1,16481,Science Fiction,2013,394,2013-09-03
17855756,2,13802,Science Fiction,2013,458,2013-08-17
16059350,3,8159,Science Fiction,2013,399,2013-06-04
16158596,4,4696,Science Fiction,2013,390,2013-06-18
15698479,5,4301,Science Fiction,2013,431,2013-05-14
16130537,6,3750,Science Fiction,2013,285,2013-07-02
16046748,7,3482,Science Fiction,2013,316,2013-07-16
13573419,8,3387,Science Fiction,2013,948,2013-01-01
16131032,9,3004,Science Fiction,2013,539,2013-06-04
15981711,10,2995,Science Fiction,2013,460,2013-04-30
15984804,11,1473,Science Fiction,2013,416,2013-05-07
16127235,12,1376,Science Fiction,2013,472,2013-07-30
17167572,13,1195,Science Fiction,2013,419,2013-06-18
15802917,14,1137,Science Fiction,2013,448,2013-03-05
13421230,15,1052,Science Fiction,2013,337,2013-08-27
15743440,16,1038,Science Fiction,2013,308,2013-02-12
17619479,17,921,Science Fiction,2013,282,2013-03-14
17171909,18,921,Science Fiction,2013,444,2013-07-16
17699389,19,569,Science Fiction,2013,364,2013-03-23
17333324,20,389,Science Fiction,2013,386,2013-10-01
13570854,1,24333,Romance,2013,608,2013-03-26
15745950,2,17893,Romance,2013,448,2013-04-02
15731779,3,14855,Romance,2013,356,2013-06-04
17340050,4,9882,Romance,2013,321,2013-07-08
16070903,5,8824,Romance,2013,300,2012-12-14
15990969,6,8254,Romance,2013,262,2012-12-11
13600318,7,8222,Romance,2013,546,2013-03-05
16102004,8,7891,Romance,2013,320,2013-02-12
17314430,9,7846,Romance,2013,332,2013-04-02
18149927,10,6217,Romance,2013,452,2013-06-18
18297707,11,3396,Romance,2013,254,2013-08-02
16113791,12,3389,Romance,2013,283,2012-12-13
17407748,13,2309,Romance,2013,398,2013-09-17
15784909,14,2251,Romance,2013,304,2013-04-30
17201095,15,1973,Romance,2013,298,2013-02-26
15795628,16,1494,Romance,2013,286,2013-09-09
17617277,17,1475,Romance,2013,293,2013-04-08
17156015,18,1357,Romance,2013,338,2013-01-29
17158596,19,562,Romance,2013,395,2013-01-18
17190226,20,544,Romance,2013,324,2013-03-15
16130549,1,28678,Horror,2013,531,2013-09-24
15729539,2,11000,Horror,2013,692,2013-04-30
17457124,3,10584,Horror,2013,368,2013-10-01
15797722,4,7290,Horror,2013,335,2013-05-28
15818164,5,4218,Horror,2013,479,2013-01-08
15738579,6,4165,Horror,2013,320,2013-07-02
13641105,7,3962,Horror,2013,504,2013-10-29
15818568,8,3619,Horror,2013,344,2013-02-05
15799400,9,3215,Horror,2013,208,2013-05-21
17348985,10,2305,Horror,2013,362,2013-09-17
17262197,11,1177,Horror,2013,388,2013-10-15
15783828,12,1177,Horror,2013,383,2013-07-30
15793091,13,704,Horror,2013,433,2013-03-26
18109850,14,681,Horror,2013,524,2013-06-22
10825907,15,680,Horror,2013,336,2012-12-26
16143338,16,614,Horror,2013,438,2013-06-23
17229633,17,537,Horror,2013,352,2013-07-09
15818440,18,431,Horror,2013,688,2013-03-05
15826602,19,280,Horror,2013,832,2013-05-07
14781178,20,163,Horror,2013,662,2013-02-12
17851885,1,32926,Memoir & Autobiography,2013,327,2013-10-08
17455541,2,9916,Memoir & Autobiography,2013,224,2013-05-07
16101121,3,7961,Memoir & Autobiography,2013,291,2013-05-02
15802944,4,5028,Memoir & Autobiography,2013,288,2013-04-02
16113737,5,4847,Memoir & Autobiography,2013,135,2013-08-27
15833693,6,4463,Memoir & Autobiography,2013,463,2013-04-30
15798797,7,3883,Memoir & Autobiography,2013,201,2013-04-02
15827066,8,3349,Memoir & Autobiography,2013,402,2013-02-05
18039963,9,2989,Memoir & Autobiography,2013,373,2013-09-10
17553448,10,2815,Memoir & Autobiography,2013,384,2013-03-01
15841863,11,1325,Memoir & Autobiography,2013,390,2013-03-05
16241141,12,1177,Memoir & Autobiography,2013,326,2013-06-03
17287028,13,1112,Memoir & Autobiography,2013,308,2013-10-07
15798364,14,1096,Memoir & Autobiography,2013,250,2013-04-09
15771862,15,1024,Memoir & Autobiography,2013,274,2013-03-05
16131189,16,888,Memoir & Autobiography,2013,288,2013-06-18
13642929,17,453,Memoir & Autobiography,2013,302,2013-01-15
16218778,18,294,Memoir & Autobiography,2013,272,2013-07-23
15803014,19,220,Memoir & Autobiography,2013,307,2013-02-19
13547428,20,214,Memoir & Autobiography,2013,304,2013-01-08
17262134,1,16105,History & Biography,2013,585,2013-09-24
15801668,2,6847,History & Biography,2013,373,2013-03-05
17704903,3,6381,History & Biography,2013,456,2013-09-10
17262366,4,6053,History & Biography,2013,456,2013-10-01
16158542,5,3492,History & Biography,2013,416,2013-06-04
15796712,6,3244,History & Biography,2013,453,2013-02-26
16130503,7,3222,History & Biography,2013,495,2013-08-06
16248142,8,3066,History & Biography,2013,391,2013-04-23
15814204,9,2633,History & Biography,2013,642,2013-04-23
16044941,10,2488,History & Biography,2013,877,2013-05-14
15808816,11,1285,History & Biography,2013,392,2012-12-19
16158546,12,1193,History & Biography,2013,398,2013-04-30
16240783,13,837,History & Biography,2013,363,2013-05-14
16059322,14,772,History & Biography,2013,448,2013-05-21
16071731,15,771,History & Biography,2013,318,2013-06-18
17568801,16,750,History & Biography,2013,296,2013-07-16
16131193,17,683,History & Biography,2013,272,2013-06-11
17286958,18,582,History & Biography,2013,293,2013-09-24
18238043,19,564,History & Biography,2013,704,2013-09-03
17262206,20,289,History & Biography,2013,577,2013-08-06
16056498,1,9280,Nonfiction,2013,240,2013-04-30
13615414,2,7929,Nonfiction,2013,348,2013-04-01
16071764,3,7531,Nonfiction,2013,217,2013-03-11
15751404,4,6763,Nonfiction,2013,305,2013-10-01
15811520,5,4766,Nonfiction,2013,304,2013-02-07
15795155,6,4635,Nonfiction,2013,448,2013-02-05
16101100,7,4259,Nonfiction,2013,301,2013-05-28
17704902,8,4133,Nonfiction,2013,558,2013-09-10
16142053,9,3702,Nonfiction,2013,430,2013-01-17
15801967,10,3650,Nonfiction,2013,210,2013-03-05
15766601,11,1661,Nonfiction,2013,512,2012-12-31
17249189,12,1373,Nonfiction,2013,288,2013-04-22
16248146,13,1213,Nonfiction,2013,399,2013-07-09
16241137,14,824,Nonfiction,2013,240,2013-05-28
13593553,15,550,Nonfiction,2013,272,2012-12-31
15805442,16,521,Nonfiction,2013,273,2013-01-03
16130128,17,485,Nonfiction,2013,224,2013-07-09
14889679,18,477,Nonfiction,2013,307,2013-04-15
15798078,19,433,Nonfiction,2013,336,2013-03-26
16158498,20,145,Nonfiction,2013,320,2013-04-09
15843172,1,8598,Food & Cookbooks,2013,160,2013-04-23
17349204,2,6293,Food & Cookbooks,2013,375,2013-10-29
16277245,3,6247,Food & Cookbooks,2013,362,2013-03-19
15797397,4,5200,Food & Cookbooks,2013,480,2013-02-26
15811496,5,4966,Food & Cookbooks,2013,468,2013-04-23
17167085,6,4616,Food & Cookbooks,2013,402,2013-09-03
15786110,7,3933,Food & Cookbooks,2013,173,2013-04-02
16182601,8,3207,Food & Cookbooks,2013,285,2013-04-09
16131090,9,3060,Food & Cookbooks,2013,416,2013-06-04
17164565,10,2310,Food & Cookbooks,2013,208,2013-02-26
17262525,11,1215,Food & Cookbooks,2013,544,2013-09-24
16160818,12,1166,Food & Cookbooks,2013,280,2013-05-14
15797974,13,1118,Food & Cookbooks,2013,416,2013-03-12
16131211,14,1023,Food & Cookbooks,2013,304,2013-04-02
16058189,15,828,Food & Cookbooks,2013,288,2013-02-26
13586978,16,812,Food & Cookbooks,2013,320,2012-12-04
17348311,17,695,Food & Cookbooks,2013,272,2013-08-27
13587039,18,614,Food & Cookbooks,2013,352,2013-05-07
17333302,19,244,Food & Cookbooks,2013,336,2013-09-17
15798321,20,174,Food & Cookbooks,2013,288,2013-04-30
17571007,1,14309,Humor,2013,385,2013-10-29
15858248,2,12494,Humor,2013,384,2012-11-27
15790837,3,12423,Humor,2013,275,2013-04-23
17673271,4,8520,Humor,2013,231,2013-09-03
15852522,5,7818,Humor,2013,64,2013-04-23
17138271,6,7432,Humor,2013,32,2013-05-07
15843610,7,6202,Humor,2013,288,2013-09-10
16085474,8,6087,Humor,2013,275,2013-05-07
17262540,9,5604,Humor,2013,174,2013-07-02
16071701,10,5092,Humor,2013,317,2013-06-11
15791144,11,2574,Humor,2013,273,2013-05-07
15808650,12,1951,Humor,2013,335,2013-06-04
17938417,13,1897,Humor,2013,768,2013-09-10
16000983,14,1574,Humor,2013,224,2013-03-26
16130417,15,1455,Humor,2013,339,2013-07-09
15791108,16,1258,Humor,2013,240,2013-05-07
16071830,17,1227,Humor,2013,446,2013-04-23
18300604,18,892,Humor,2013,255,2013-10-01
17262155,19,693,Humor,2013,336,2013-10-15
15815342,20,206,Humor,2013,341,2013-01-29
15789361,1,12209,Graphic Novels & Comics,2013,238,2013-02-05
16277248,2,11412,Graphic Novels & Comics,2013,76,2013-03-20
16173578,3,10299,Graphic Novels & Comics,2013,136,2013-06-05
17131869,4,6633,Graphic Novels & Comics,2013,160,2013-07-02
15752115,5,6299,Graphic Novels & Comics,2013,208,2013-03-26
13226217,6,6076,Graphic Novels & Comics,2013,260,NA
15791586,7,4796,Graphic Novels & Comics,2013,192,2013-01-22
16002136,8,4039,Graphic Novels & Comics,2013,136,2013-03-19
13429614,9,3171,Graphic Novels & Comics,2013,262,2013-01-22
10871925,10,3013,Graphic Novels & Comics,2013,208,2012-06-13
15780174,11,1597,Graphic Novels & Comics,2013,144,2013-01-05
17586834,12,1428,Graphic Novels & Comics,2013,128,2013-10-08
15791600,13,1350,Graphic Novels & Comics,2013,243,2013-03-27
17261194,14,1185,Graphic Novels & Comics,2013,512,2013-09-10
15984353,15,1033,Graphic Novels & Comics,2013,136,2013-01-01
15791566,16,700,Graphic Novels & Comics,2013,156,2012-12-18
17137619,17,588,Graphic Novels & Comics,2013,198,2013-06-25
15842705,18,558,Graphic Novels & Comics,2013,80,2013-05-07
11476163,19,355,Graphic Novels & Comics,2013,112,2013-01-15
17346698,20,168,Graphic Novels & Comics,2013,128,2013-08-13
16075147,1,15096,Poetry,2013,233,2013-05-23
18003300,2,6120,Poetry,2013,176,2013-04-26
17707772,3,5958,Poetry,2013,127,2013-10-08
15798111,4,3446,Poetry,2013,261,2013-10-22
17333426,5,2542,Poetry,2013,240,2013-10-01
17159513,6,2519,Poetry,2013,56,2013-01-26
16099190,7,2256,Poetry,2013,115,2013-07-16
17729031,8,2235,Poetry,2013,102,2013-04-01
18369456,9,1982,Poetry,2013,80,2016-02-13
15824233,10,1946,Poetry,2013,192,2013-04-02
17194983,11,596,Poetry,2013,186,2013-04-30
15797355,12,419,Poetry,2013,171,2013-03-05
15792899,13,394,Poetry,2013,72,2013-02-05
17072298,14,369,Poetry,2013,64,2013-05-13
17575197,15,308,Poetry,2013,76,2013-03-30
17448302,16,277,Poetry,2013,150,2013-07-22
16059376,17,259,Poetry,2013,128,2013-04-30
18159867,18,243,Poetry,2013,160,2013-07-07
18585282,19,114,Poetry,2013,251,2013-09-24
17265206,20,53,Poetry,2013,64,2013-08-06
18297707,1,13929,Debut Goodreads Author,2013,254,2013-08-02
15819028,2,10202,Debut Goodreads Author,2013,486,2013-04-23
15781725,3,9766,Debut Goodreads Author,2013,370,2013-02-12
12558285,4,8515,Debut Goodreads Author,2013,371,2013-01-01
17617277,5,8465,Debut Goodreads Author,2013,293,2013-04-08
12291438,6,6268,Debut Goodreads Author,2013,420,2013-01-29
10859509,7,5710,Debut Goodreads Author,2013,323,2013-01-01
11044367,8,4982,Debut Goodreads Author,2013,360,2013-04-16
15793231,9,4357,Debut Goodreads Author,2013,248,2013-03-26
15790883,10,4150,Debut Goodreads Author,2013,545,2013-04-16
16158600,11,2248,Debut Goodreads Author,2013,357,2013-05-07
16248223,12,2141,Debut Goodreads Author,2013,368,2013-08-06
17166702,13,2103,Debut Goodreads Author,2013,385,2013-02-17
15818343,14,1908,Debut Goodreads Author,2013,432,2013-02-05
16127238,15,1869,Debut Goodreads Author,2013,290,2013-07-09
18090508,16,1399,Debut Goodreads Author,2013,290,2013-06-17
17158596,17,1197,Debut Goodreads Author,2013,395,2013-01-18
11988046,18,945,Debut Goodreads Author,2013,343,2013-02-12
13547428,19,706,Debut Goodreads Author,2013,304,2013-01-08
17978680,20,665,Debut Goodreads Author,2013,268,2013-07-26
15745753,1,21818,Young Adult Fiction,2013,328,2013-02-26
16068905,2,17124,Young Adult Fiction,2013,483,2013-09-10
13561164,3,16230,Young Adult Fiction,2013,456,2013-05-28
13580951,4,7640,Young Adult Fiction,2013,296,2013-09-17
16101126,5,7482,Young Adult Fiction,2013,435,2013-06-04
12842115,6,7109,Young Adult Fiction,2013,369,2013-01-08
17237214,7,7003,Young Adult Fiction,2013,200,2013-08-27
11178225,8,5867,Young Adult Fiction,2013,348,2013-02-12
14813667,9,5632,Young Adult Fiction,2013,290,2013-01-02
13580928,10,5538,Young Adult Fiction,2013,328,2013-02-05
15793231,11,2565,Young Adult Fiction,2013,248,2013-03-26
15790873,12,2236,Young Adult Fiction,2013,404,2013-04-02
15283043,13,2066,Young Adult Fiction,2013,320,2013-07-02
15790833,14,1828,Young Adult Fiction,2013,520,2013-04-16
17262236,15,1511,Young Adult Fiction,2013,368,2013-09-10
13065327,16,869,Young Adult Fiction,2013,352,2013-10-01
13477676,17,587,Young Adult Fiction,2013,288,2013-08-13
13522285,18,435,Young Adult Fiction,2013,335,2013-08-27
15826648,19,326,Young Adult Fiction,2013,352,2013-09-24
12578313,20,324,Young Adult Fiction,2013,277,2013-05-14
17383918,1,36157,Young Adult Fantasy,2013,526,2013-10-22
18335634,2,34727,Young Adult Fantasy,2013,567,2013-09-05
8709526,3,12523,Young Adult Fantasy,2013,401,2013-02-12
13362536,4,12504,Young Adult Fantasy,2013,394,2012-12-11
13206760,5,11103,Young Adult Fantasy,2013,454,2013-02-05
17182126,6,10401,Young Adult Fantasy,2013,386,2013-09-24
16101128,7,10218,Young Adult Fantasy,2013,457,2013-05-07
16248068,8,9250,Young Adult Fantasy,2013,336,2013-04-23
17167166,9,7812,Young Adult Fantasy,2013,420,2013-08-27
13414446,10,6920,Young Adult Fantasy,2013,371,2013-01-29
13104080,11,3520,Young Adult Fantasy,2013,461,2013-02-05
9593913,12,3397,Young Adult Fantasy,2013,391,2013-03-05
10576365,13,2786,Young Adult Fantasy,2013,488,2012-12-18
8811139,14,2331,Young Adult Fantasy,2013,411,2013-04-02
13253276,15,2085,Young Adult Fantasy,2013,341,2013-01-08
17347389,16,1519,Young Adult Fantasy,2013,439,2013-09-17
10874177,17,1186,Young Adult Fantasy,2013,307,2013-02-05
14061955,18,966,Young Adult Fantasy,2013,435,2013-06-04
10137823,19,933,Young Adult Fantasy,2013,378,2013-05-14
15861491,20,695,Young Adult Fantasy,2013,355,2013-08-27
12127810,1,42877,Middle Grade & Children's,2013,597,2013-10-08
17349203,2,12860,Middle Grade & Children's,2013,113,2013-09-17
16074748,3,5835,Middle Grade & Children's,2013,368,2013-06-04
17722973,4,5730,Middle Grade & Children's,2013,517,2013-08-06
15944406,5,5303,Middle Grade & Children's,2013,244,2013-05-07
15703770,6,4386,Middle Grade & Children's,2013,331,2013-03-01
15768989,7,3946,Middle Grade & Children's,2013,313,2013-03-05
11984131,8,3422,Middle Grade & Children's,2013,720,2013-04-16
15937108,9,3233,Middle Grade & Children's,2013,380,2013-08-29
16054808,10,2849,Middle Grade & Children's,2013,304,2013-06-25
13642663,11,1443,Middle Grade & Children's,2013,320,2013-01-08
15801381,12,1232,Middle Grade & Children's,2013,512,2013-03-12
15756277,13,1157,Middle Grade & Children's,2013,272,2013-03-01
12107927,14,1049,Middle Grade & Children's,2013,190,2012-12-04
17428653,15,978,Middle Grade & Children's,2013,390,2013-09-17
16248113,16,812,Middle Grade & Children's,2013,488,2013-05-14
17261183,17,562,Middle Grade & Children's,2013,248,2013-10-01
17465470,18,552,Middle Grade & Children's,2013,464,2013-11-05
11438693,19,371,Middle Grade & Children's,2013,358,2013-05-07
15766776,20,210,Middle Grade & Children's,2013,272,2013-04-09
16101018,1,9087,Picture Books,2013,30,2013-06-27
15790852,2,8466,Picture Books,2013,32,2013-04-02
15727792,3,7124,Picture Books,2013,30,NA
13260645,4,6248,Picture Books,2013,64,2013-03-05
17262290,5,4893,Picture Books,2013,40,2013-08-06
16250904,6,4480,Picture Books,2013,32,2013-06-25
15818453,7,3542,Picture Books,2013,32,2013-02-05
16650266,8,2975,Picture Books,2013,32,2013-06-25
15791063,9,2895,Picture Books,2013,32,2013-02-05
16285053,10,2805,Picture Books,2013,42,2013-04-23
15798648,11,1451,Picture Books,2013,40,2013-03-12
17333265,12,1398,Picture Books,2013,40,2013-09-03
15815400,13,1171,Picture Books,2013,56,2013-03-01
13792593,14,1125,Picture Books,2013,40,2013-01-01
14955390,15,924,Picture Books,2013,56,2013-04-23
17165875,16,857,Picture Books,2013,32,2013-10-01
15814439,17,726,Picture Books,2013,40,2013-05-14
17655209,18,338,Picture Books,2013,32,2013-09-01
15953632,19,253,Picture Books,2013,32,2013-05-07
15926775,20,239,Picture Books,2013,40,2013-08-06
18081809,1,46154,Fiction,2014,310,2014-07-08
19486412,2,32853,Fiction,2014,460,2014-07-29
18293427,3,19818,Fiction,2014,260,2014-04-01
18693716,4,18757,Fiction,2014,368,2014-07-01
18816603,5,17637,Fiction,2014,398,2014-10-14
20819685,6,16431,Fiction,2014,624,2014-09-02
19288239,7,15476,Fiction,2014,386,2014-08-12
22642472,8,13754,Fiction,2014,273,2014-09-16
20170404,9,11608,Fiction,2014,336,2014-09-09
18505784,10,8002,Fiction,2014,452,2014-05-06
18513565,11,4104,Fiction,2014,272,2014-10-07
13481275,12,4089,Fiction,2014,304,2014-01-21
18465852,13,3885,Fiction,2014,286,2014-06-03
18114068,14,3204,Fiction,2014,288,2014-03-04
18467818,15,2671,Fiction,2014,368,2014-05-06
18507827,16,2621,Fiction,2014,512,2014-07-01
21965107,17,2591,Fiction,2014,240,2014-09-09
17884042,18,2318,Fiction,2014,252,2014-01-28
18090147,19,2224,Fiction,2014,233,2014-03-04
19322249,20,1677,Fiction,2014,337,2014-07-29
18775247,1,41453,Mystery & Thriller,2014,437,2014-06-03
18214414,2,41034,Mystery & Thriller,2014,456,2014-06-24
18209454,3,23255,Mystery & Thriller,2014,324,2014-03-25
20821249,4,17646,Mystery & Thriller,2014,389,2014-09-09
19004663,5,16896,Mystery & Thriller,2014,305,2014-06-17
19561922,6,16890,Mystery & Thriller,2014,373,2014-08-26
20821043,7,14297,Mystery & Thriller,2014,452,2014-09-02
19101283,8,12496,Mystery & Thriller,2014,407,2014-05-13
18144124,9,12270,Mystery & Thriller,2014,612,2014-05-27
17834904,10,11237,Mystery & Thriller,2014,310,2014-01-14
18114060,11,6631,Mystery & Thriller,2014,399,2014-03-18
17333227,12,6333,Mystery & Thriller,2014,389,2013-12-02
18505832,13,5992,Mystery & Thriller,2014,791,2014-04-29
18812405,14,4955,Mystery & Thriller,2014,352,2014-07-29
20736539,15,3312,Mystery & Thriller,2014,416,2014-07-22
20263040,16,2842,Mystery & Thriller,2014,353,2014-09-02
18353714,17,2598,Mystery & Thriller,2014,420,2014-04-22
20454672,18,2244,Mystery & Thriller,2014,409,2014-08-19
18209468,19,1714,Mystery & Thriller,2014,302,2014-03-11
17934463,20,1480,Mystery & Thriller,2014,328,2014-02-18
18143977,1,41512,Historical Fiction,2014,531,2014-05-06
18079776,2,32095,Historical Fiction,2014,384,2014-01-07
11389875,3,23015,Historical Fiction,2014,1098,2014-09-16
18232495,4,17406,Historical Fiction,2014,468,2014-03-18
18498569,5,13909,Historical Fiction,2014,400,2014-08-26
18144053,6,12024,Historical Fiction,2014,368,2014-02-18
18404427,7,10763,Historical Fiction,2014,376,2014-06-03
18775398,8,10761,Historical Fiction,2014,612,2014-09-09
20821087,9,10005,Historical Fiction,2014,564,2014-09-16
18693929,10,6294,Historical Fiction,2014,337,2014-07-03
18079806,11,3564,Historical Fiction,2014,685,2014-03-04
18775356,12,2780,Historical Fiction,2014,435,2014-07-15
18467802,13,2524,Historical Fiction,2014,256,2014-06-03
20587777,14,2491,Historical Fiction,2014,395,2014-10-07
18667976,15,2454,Historical Fiction,2014,432,2014-05-27
18090082,16,1817,Historical Fiction,2014,464,2014-02-18
18295858,17,1672,Historical Fiction,2014,416,2014-04-01
19322250,18,1242,Historical Fiction,2014,334,2014-08-12
17934498,19,1216,Historical Fiction,2014,608,2014-02-18
20026466,20,958,Historical Fiction,2014,305,NA
16054217,1,51462,Fantasy,2014,561,2014-07-15
17332218,2,28449,Fantasy,2014,1087,2014-03-04
19486421,3,22104,Fantasy,2014,454,2014-05-27
21535271,4,19301,Fantasy,2014,159,2014-10-28
19103097,5,16751,Fantasy,2014,402,2014-08-05
17562900,6,16402,Fantasy,2014,341,2014-03-11
10357792,7,16174,Fantasy,2014,372,2014-01-28
20426917,8,13762,Fantasy,2014,462,2014-09-09
12119529,9,13413,Fantasy,2014,381,2014-07-29
20174424,10,8713,Fantasy,2014,452,2014-09-09
18693743,11,4544,Fantasy,2014,355,2014-06-03
12652457,12,3431,Fantasy,2014,846,2014-08-26
18712886,13,3428,Fantasy,2014,448,2014-07-08
19288321,14,2925,Fantasy,2014,688,2014-08-12
17563080,15,2722,Fantasy,2014,369,2014-03-04
17910048,16,2063,Fantasy,2014,446,2014-04-01
17910124,17,1669,Fantasy,2014,480,2014-01-14
16280678,18,1400,Fantasy,2014,352,2014-06-17
18138189,19,1254,Fantasy,2014,602,2014-07-01
20299849,20,844,Fantasy,2014,372,2014-07-15
11710373,1,50933,Romance,2014,825,2014-06-10
24445517,2,29535,Romance,2014,385,2014-03-18
18108281,3,28526,Romance,2014,591,2014-04-01
17788401,4,19027,Romance,2014,337,2014-08-05
20639274,5,16520,Romance,2014,345,2014-01-25
18104607,6,16043,Romance,2014,337,2014-07-01
20603820,7,13739,Romance,2014,595,NA
17159944,8,11162,Romance,2014,431,2014-06-03
16247792,9,10463,Romance,2014,477,2013-12-03
17880714,10,10216,Romance,2014,350,2014-03-03
18052985,11,5892,Romance,2014,370,2014-01-28
20421367,12,4697,Romance,2014,359,NA
20504754,13,3539,Romance,2014,312,2014-02-13
19059695,14,3367,Romance,2014,279,NA
22843341,15,2290,Romance,2014,230,2014-09-23
19095025,16,2282,Romance,2014,294,2014-03-25
18304765,17,2216,Romance,2014,346,2013-12-02
18775297,18,2064,Romance,2014,418,2014-05-13
18115061,19,1711,Romance,2014,432,2014-01-07
23110403,20,1265,Romance,2014,293,NA
18007564,1,30561,Science Fiction,2014,369,2014-02-11
21418013,2,14953,Science Fiction,2014,336,2014-08-26
20509356,3,14410,Science Fiction,2014,336,NA
18295861,4,13421,Science Fiction,2014,416,2014-04-08
18586487,5,9927,Science Fiction,2014,361,2014-06-19
17934530,6,9050,Science Fiction,2014,195,2014-02-04
23214943,7,8173,Science Fiction,2014,NA,NA
18114057,8,7962,Science Fiction,2014,406,2014-02-20
18774020,9,7218,Science Fiction,2014,393,2014-07-08
18490707,10,6883,Science Fiction,2014,400,2014-06-10
18079705,11,3005,Science Fiction,2014,608,2014-02-04
20706284,12,3005,Science Fiction,2014,356,2014-10-07
18656030,13,2738,Science Fiction,2014,581,2014-06-17
18295835,14,2727,Science Fiction,2014,373,2014-04-22
20797535,15,2395,Science Fiction,2014,NA,2014-06-17
18691070,16,2269,Science Fiction,2014,320,2014-07-15
18692689,17,1921,Science Fiction,2014,448,2014-05-13
18318651,18,1685,Science Fiction,2014,454,2014-02-18
19084955,19,1234,Science Fiction,2014,362,2014-04-15
18476102,20,1181,Science Fiction,2014,315,2014-01-28
21412673,1,21909,Horror,2014,458,2014-10-28
17235026,2,19786,Horror,2014,461,2014-06-19
18773627,3,19682,Horror,2014,398,2014-07-01
18007535,4,14256,Horror,2014,317,2014-02-11
18498558,5,8420,Horror,2014,262,2014-05-13
18144171,6,8162,Horror,2014,432,2014-10-28
19433029,7,7864,Horror,2014,470,NA
18089930,8,7315,Horror,2014,437,2013-12-10
8087710,9,6656,Horror,2014,592,2014-01-21
18775169,10,5800,Horror,2014,368,2014-07-01
18114136,11,2257,Horror,2014,374,2014-04-01
22892496,12,2207,Horror,2014,241,NA
20423680,13,2094,Horror,2014,308,NA
13129925,14,2084,Horror,2014,248,2014-09-23
19485109,15,1574,Horror,2014,483,NA
20706269,16,1422,Horror,2014,442,2014-09-16
18211295,17,1349,Horror,2014,NA,2014-07-03
19346407,18,1349,Horror,2014,400,2014-08-26
17571466,19,978,Horror,2014,358,2014-02-25
18453110,20,944,Horror,2014,471,2014-05-20
20910157,1,36009,Humor,2014,329,2014-10-28
20170296,2,27062,Humor,2014,291,2014-10-14
18775203,3,20263,Humor,2014,288,2014-06-24
18730154,4,18620,Humor,2014,225,2014-08-12
20588698,5,11933,Humor,2014,265,NA
18089900,6,10903,Humor,2014,326,2014-04-22
18283020,7,10718,Humor,2014,172,2014-03-18
18248422,8,9241,Humor,2014,208,2014-09-09
18246733,9,7403,Humor,2014,131,2014-02-25
18127101,10,6561,Humor,2014,257,2014-03-04
20926077,11,3854,Humor,2014,148,2014-09-30
17159009,12,3824,Humor,2014,272,2014-01-14
18007533,13,3713,Humor,2014,288,2014-02-04
20876097,14,3246,Humor,2014,256,2014-10-07
22168240,15,2693,Humor,2014,240,2014-10-21
18168478,16,2562,Humor,2014,224,2014-03-04
20697471,17,2302,Humor,2014,340,2014-10-21
21546166,18,1954,Humor,2014,220,NA
17857647,19,1496,Humor,2014,255,2014-03-18
22442697,20,684,Humor,2014,NA,NA
18170549,1,19793,Nonfiction,2014,241,2014-04-08
21413662,2,19656,Nonfiction,2014,303,2014-09-02
18077802,3,13456,Nonfiction,2014,350,2014-09-16
18813642,4,13020,Nonfiction,2014,320,2014-08-05
17978489,5,12318,Nonfiction,2014,400,2014-02-25
18667884,6,10344,Nonfiction,2014,256,2014-05-20
17910054,7,7363,Nonfiction,2014,336,2014-02-11
18505796,8,6574,Nonfiction,2014,256,2014-03-11
18774981,9,6200,Nonfiction,2014,256,2014-09-09
18528190,10,5508,Nonfiction,2014,130,2014-05-20
20696006,11,3125,Nonfiction,2014,282,2014-10-07
21856367,12,3098,Nonfiction,2014,542,2014-10-07
18213403,13,2831,Nonfiction,2014,260,2014-05-13
18774002,14,2423,Nonfiction,2014,416,2014-05-06
17383921,15,2265,Nonfiction,2014,320,2014-01-28
18505802,16,1546,Nonfiction,2014,576,2014-05-13
17834864,17,1486,Nonfiction,2014,416,2014-04-08
21913812,18,1342,Nonfiction,2014,576,2014-09-16
17934655,19,910,Nonfiction,2014,226,2014-04-01
21480734,20,422,Nonfiction,2014,304,2014-09-09
17675031,1,27850,Memoir & Autobiography,2014,431,2014-01-28
21412202,2,24111,Memoir & Autobiography,2014,259,2014-10-14
20604350,3,17938,Memoir & Autobiography,2014,294,2014-10-07
18296165,4,13768,Memoir & Autobiography,2014,272,2014-04-22
18779662,5,8507,Memoir & Autobiography,2014,365,2014-04-22
18667753,6,8189,Memoir & Autobiography,2014,272,2014-04-15
