gid,award_rank,award_votes,award_category,award_year,pages,date_published
28220971,6,11918,Debut Goodreads Author,2017,328,2017-01-10
32283423,7,7326,Debut Goodreads Author,2017,333,2017-04-04
30269104,8,6955,Debut Goodreads Author,2017,371,2017-02-14
33572350,9,5250,Debut Goodreads Author,2017,417,2017-08-29
30753987,10,5166,Debut Goodreads Author,2017,338,2017-05-02
32969150,11,2181,Debut Goodreads Author,2017,260,2017-08-22
30153293,12,2174,Debut Goodreads Author,2017,373,2017-02-07
27746288,13,1897,Debut Goodreads Author,2017,208,2017-07-11
30090925,14,1881,Debut Goodreads Author,2017,369,2017-01-31
29875926,15,1468,Debut Goodreads Author,2017,272,2017-01-31
33280160,16,1221,Debut Goodreads Author,2017,213,2017-07-11
30841984,17,1086,Debut Goodreads Author,2017,502,2017-02-21
34484359,18,1081,Debut Goodreads Author,2017,NA,NA
31450913,19,864,Debut Goodreads Author,2017,372,2017-06-13
31212988,20,612,Debut Goodreads Author,2017,293,2017-05-23
32075671,1,59571,Young Adult Fiction,2017,464,2017-02-28
35504431,2,52517,Young Adult Fiction,2017,288,2017-10-10
32682118,3,21394,Young Adult Fiction,2017,361,2017-05-30
29283884,4,20990,Young Adult Fiction,2017,513,2017-06-27
35247769,5,19487,Young Adult Fiction,2017,325,2017-05-02
30724132,6,15150,Young Adult Fiction,2017,320,2017-04-04
31931941,7,12173,Young Adult Fiction,2017,385,2017-05-30
32078787,8,11334,Young Adult Fiction,2017,358,2017-06-06
28458598,9,9036,Young Adult Fiction,2017,380,2017-05-30
30256248,10,8395,Young Adult Fiction,2017,346,2017-01-31
30653853,11,4248,Young Adult Fiction,2017,336,2017-04-11
30102870,12,4161,Young Adult Fiction,2017,292,2017-01-17
23447923,13,4142,Young Adult Fiction,2017,452,2017-03-07
25613472,14,2895,Young Adult Fiction,2017,310,2017-01-10
33385229,15,2398,Young Adult Fiction,2017,373,2017-09-05
31694016,16,1855,Young Adult Fiction,2017,295,2017-02-28
28243032,17,1604,Young Adult Fiction,2017,236,2017-02-14
30649795,18,1433,Young Adult Fiction,2017,399,2017-03-07
28919058,19,1286,Young Adult Fiction,2017,407,2017-09-12
33163378,20,1053,Young Adult Fiction,2017,330,2017-09-19
23766634,1,71165,Young Adult Fantasy,2017,699,2017-05-02
30312891,2,40104,Young Adult Fantasy,2017,701,2017-05-23
30227022,3,24789,Young Adult Fantasy,2017,507,2017-02-07
28449207,4,24705,Young Adult Fantasy,2017,536,2017-03-28
27883214,5,21976,Young Adult Fantasy,2017,407,2017-01-31
31450852,6,19127,Young Adult Fantasy,2017,664,2017-09-05
29385546,7,16838,Young Adult Fantasy,2017,353,2017-09-12
28954189,8,15775,Young Adult Fantasy,2017,435,2016-11-22
30117284,9,13723,Young Adult Fantasy,2017,468,2017-01-17
32075662,10,12839,Young Adult Fantasy,2017,512,2017-06-13
24763621,11,4630,Young Adult Fantasy,2017,436,2017-02-07
23308087,12,3973,Young Adult Fantasy,2017,392,2017-05-16
34128219,13,3261,Young Adult Fantasy,2017,449,2017-10-19
34076952,14,2723,Young Adult Fantasy,2017,281,2017-09-26
29739361,15,2670,Young Adult Fantasy,2017,518,2017-03-07
28260402,16,2421,Young Adult Fantasy,2017,384,2017-03-07
30025336,17,2312,Young Adult Fantasy,2017,320,2017-10-10
23367261,18,2072,Young Adult Fantasy,2017,379,2016-12-13
31944679,19,1264,Young Adult Fantasy,2017,437,2017-08-15
25740412,20,1253,Young Adult Fantasy,2017,601,2017-05-02
28006120,1,34516,Middle Grade & Children's,2017,410,2017-10-03
30145666,2,23851,Middle Grade & Children's,2017,401,2017-05-02
30145677,3,17338,Middle Grade & Children's,2017,341,2017-01-31
32940857,4,12679,Middle Grade & Children's,2017,480,2017-07-11
30312547,5,12151,Middle Grade & Children's,2017,208,2017-03-14
33282947,6,9726,Middle Grade & Children's,2017,315,2017-02-28
32623542,7,7397,Middle Grade & Children's,2017,304,2017-05-02
29563587,8,6811,Middle Grade & Children's,2017,384,2017-03-14
27242442,9,6101,Middle Grade & Children's,2017,277,2017-03-14
33386034,10,5823,Middle Grade & Children's,2017,304,2017-05-23
31213737,11,2899,Middle Grade & Children's,2017,320,2017-02-28
30758586,12,2311,Middle Grade & Children's,2017,240,2017-01-03
32711417,13,2095,Middle Grade & Children's,2017,568,2017-09-19
33158525,14,1748,Middle Grade & Children's,2017,224,2017-09-26
30254963,15,1742,Middle Grade & Children's,2017,336,2016-12-27
30037871,16,1724,Middle Grade & Children's,2017,368,2017-01-24
30037873,17,1721,Middle Grade & Children's,2017,327,2017-01-24
33785205,18,1224,Middle Grade & Children's,2017,437,2017-09-12
33865643,19,1142,Middle Grade & Children's,2017,387,2017-10-03
31145091,20,599,Middle Grade & Children's,2017,240,2017-06-20
32777609,1,24470,Picture Books,2017,32,2017-03-28
34219824,2,16741,Picture Books,2017,48,2017-10-17
34504361,3,15500,Picture Books,2017,32,2017-05-30
30364127,4,8483,Picture Books,2017,48,2017-03-07
30268071,5,7857,Picture Books,2017,32,2017-01-03
31247841,6,7755,Picture Books,2017,46,2017-03-14
31456756,7,7240,Picture Books,2017,56,2017-04-18
30555639,8,7000,Picture Books,2017,40,2017-02-28
31215005,9,6684,Picture Books,2017,48,2017-04-04
20670612,10,6094,Picture Books,2017,40,2017-01-17
34137106,11,2855,Picture Books,2017,32,2017-08-01
31340805,12,2517,Picture Books,2017,32,2017-03-01
30254920,13,2308,Picture Books,2017,32,2017-01-03
34445373,14,1912,Picture Books,2017,32,2017-10-17
31423547,15,1809,Picture Books,2017,40,2017-04-04
30312747,16,1740,Picture Books,2017,32,2017-02-14
31625795,17,1646,Picture Books,2017,32,2017-05-09
32508692,18,1578,Picture Books,2017,34,2017-05-02
30375426,19,1235,Picture Books,2017,32,2017-07-11
33376257,20,1137,Picture Books,2017,40,2017-10-03
35791968,1,55300,Fiction,2018,390,2018-01-30
33590210,2,41826,Fiction,2018,308,2018-02-06
36373463,3,38981,Fiction,2018,448,2018-06-05
39280445,4,31447,Fiction,2018,453,2018-11-06
38186611,5,24363,Fiction,2018,343,2018-09-25
38820047,6,23695,Fiction,2018,704,2018-10-09
36692478,7,18614,Fiction,2018,294,2018-06-05
34275212,8,17854,Fiction,2018,309,2018-03-06
36723031,9,17490,Fiction,2018,334,2018-06-26
36082326,10,15427,Fiction,2018,307,2018-03-20
35480518,11,7343,Fiction,2018,454,2018-04-03
36840397,12,6839,Fiction,2018,385,2018-06-12
39072220,13,5554,Fiction,2018,352,2018-10-02
36203391,14,5045,Fiction,2018,288,2018-07-12
34262106,15,4405,Fiction,2018,368,2018-01-16
35187203,16,4239,Fiction,2018,502,2018-04-03
35952871,17,3126,Fiction,2018,226,2018-04-24
36249638,18,1973,Fiction,2018,302,2018-05-15
36723245,19,1641,Fiction,2018,319,2018-06-12
36373648,20,1352,Fiction,2018,338,2018-05-01
36124936,1,62170,Mystery & Thriller,2018,561,2018-05-22
34848682,2,55003,Mystery & Thriller,2018,429,2018-01-02
40696964,3,39287,Mystery & Thriller,2018,650,2018-09-18
34189556,4,26711,Mystery & Thriller,2018,352,2018-01-09
35297426,5,21868,Mystery & Thriller,2018,359,2018-04-17
35085389,6,21436,Mystery & Thriller,2018,513,2018-06-04
36373481,7,20231,Mystery & Thriller,2018,368,2018-05-29
39723581,8,18802,Mystery & Thriller,2018,509,2018-10-09
34275222,9,13347,Mystery & Thriller,2018,326,2018-02-06
34275231,10,11895,Mystery & Thriller,2018,262,2018-03-13
36337550,11,5979,Mystery & Thriller,2018,432,2018-09-18
36388243,12,5864,Mystery & Thriller,2018,342,2018-06-05
35356382,13,4837,Mystery & Thriller,2018,280,2018-01-09
35133064,14,4391,Mystery & Thriller,2018,385,2018-01-09
37638161,15,3858,Mystery & Thriller,2018,385,2018-09-04
36448554,16,3494,Mystery & Thriller,2018,291,2018-06-19
35305625,17,2447,Mystery & Thriller,2018,336,2018-03-20
36750068,18,2277,Mystery & Thriller,2018,371,2018-07-03
36604959,19,1346,Mystery & Thriller,2018,268,2018-08-01
38496758,20,1164,Mystery & Thriller,2018,352,2018-10-09
34927828,1,61702,Historical Fiction,2018,440,2018-02-06
37486222,2,55536,Historical Fiction,2018,272,2018-09-04
30288282,3,30737,Historical Fiction,2018,346,2018-01-09
38530939,4,27451,Historical Fiction,2018,485,2018-10-09
37703550,5,18540,Historical Fiction,2018,370,2018-08-14
34374628,6,12784,Historical Fiction,2018,361,2018-02-06
36373417,7,12446,Historical Fiction,2018,361,2018-05-01
37946414,8,10602,Historical Fiction,2018,343,2018-09-25
36723246,9,10156,Historical Fiction,2018,285,2018-05-08
36381085,10,8944,Historical Fiction,2018,371,2018-07-10
35397026,11,4213,Historical Fiction,2018,641,2018-04-03
38236861,12,4027,Historical Fiction,2018,464,2018-10-16
36097619,13,3358,Historical Fiction,2018,336,2018-02-20
36636727,14,2794,Historical Fiction,2018,304,2018-07-31
36614133,15,2652,Historical Fiction,2018,389,2018-05-01
35889209,16,2645,Historical Fiction,2018,270,2018-03-01
37946116,17,1937,Historical Fiction,2018,352,2018-10-02
39828805,18,1327,Historical Fiction,2018,448,2018-08-07
35995489,19,1128,Historical Fiction,2018,448,2018-04-24
36739329,20,1042,Historical Fiction,2018,421,2018-06-19
35959740,1,78733,Fantasy,2018,393,2018-04-10
36521316,2,42447,Fantasy,2018,315,2018-03-06
37168303,3,33866,Fantasy,2018,480,2018-07-09
34311452,4,31131,Fantasy,2018,419,2017-12-05
35126152,5,18626,Fantasy,2018,392,2018-06-22
35887181,6,18040,Fantasy,2018,530,2018-05-01
27366528,7,16582,Fantasy,2018,174,2018-01-09
35457273,8,13158,Fantasy,2018,479,2018-03-06
35839437,9,12338,Fantasy,2018,308,2018-03-06
35710709,10,11954,Fantasy,2018,415,2018-04-03
36204070,11,5600,Fantasy,2018,485,2018-06-05
34050917,12,4636,Fantasy,2018,363,2017-12-05
35342928,13,4013,Fantasy,2018,448,2018-07-03
40629159,14,3791,Fantasy,2018,NA,NA
38395454,15,3662,Fantasy,2018,436,2018-09-18
17333180,16,3549,Fantasy,2018,327,2018-08-28
35271523,17,3066,Fantasy,2018,389,2018-01-16
28811018,18,2397,Fantasy,2018,639,2018-05-15
37007781,19,1121,Fantasy,2018,505,2018-08-21
35052265,20,1117,Fantasy,2018,544,2018-08-30
32075671,1,68489,Best of the Best,2018,464,2017-02-28
18143977,2,60948,Best of the Best,2018,531,2014-05-06
26073150,3,53554,Best of the Best,2018,626,2016-05-03
4667024,4,48076,Best of the Best,2018,451,2009-02-10
21853621,5,47728,Best of the Best,2018,440,2015-02-03
18007564,6,45604,Best of the Best,2018,369,2014-02-11
12837725,7,35988,Best of the Best,2018,419,2012-06-05
15783514,8,35710,Best of the Best,2018,181,2013-06-18
6148028,9,34854,Best of the Best,2018,391,2009-09-01
11870085,10,33038,Best of the Best,2018,313,2012-01-10
10644930,11,10727,Best of the Best,2018,849,2011-11-08
18006496,12,10713,Best of the Best,2018,648,2015-09-01
13422727,13,8705,Best of the Best,2018,1016,2011-07-12
34273236,14,8586,Best of the Best,2018,338,2017-09-12
15745753,15,8464,Best of the Best,2018,328,2013-02-26
27276318,16,7798,Best of the Best,2018,376,2016-08-02
15839976,17,7531,Best of the Best,2018,382,2014-01-28
23766634,18,7220,Best of the Best,2018,699,2017-05-02
32148570,19,6617,Best of the Best,2018,342,2017-06-06
18460392,20,5949,Best of the Best,2018,378,2015-01-06
36577586,1,43183,Romance,2018,336,2018-06-05
37588357,2,32027,Romance,2018,308,2018-07-17
35259631,3,28292,Romance,2018,314,2018-01-30
35819729,4,21806,Romance,2018,454,2018-04-10
32024902,5,20758,Romance,2018,546,2017-11-28
37769929,6,15193,Romance,2018,381,2018-09-14
38503484,7,15114,Romance,2018,522,2018-02-01
34466910,8,13756,Romance,2018,368,2017-12-05
36587905,9,13135,Romance,2018,358,2017-12-19
35271196,10,11957,Romance,2018,286,2018-02-27
39862558,11,5050,Romance,2018,416,NA
36593240,12,4697,Romance,2018,300,2018-01-15
35271238,13,4278,Romance,2018,360,2018-02-27
39086215,14,3585,Romance,2018,NA,NA
36301036,15,3097,Romance,2018,368,2018-06-19
40189670,16,2432,Romance,2018,309,2018-09-04
36395874,17,2426,Romance,2018,NA,2018-07-30
36373564,18,2332,Romance,2018,390,2018-08-07
36395764,19,1940,Romance,2018,506,2018-03-06
39655232,20,1256,Romance,2018,429,2018-04-16
37534835,1,49563,Science Fiction,2018,478,2018-09-25
33257757,2,33032,Science Fiction,2018,601,2018-01-16
37796866,3,23624,Science Fiction,2018,336,2018-08-21
35820656,4,14134,Science Fiction,2018,336,2018-05-01
35099035,5,14104,Science Fiction,2018,356,2018-01-16
34386617,6,13334,Science Fiction,2018,208,2018-01-16
33357930,7,12414,Science Fiction,2018,560,2017-12-05
36223860,8,12224,Science Fiction,2018,158,2018-05-08
35230913,9,10879,Science Fiction,2018,402,2018-04-03
35018901,10,10202,Science Fiction,2018,335,2018-04-17
36220698,11,4274,Science Fiction,2018,358,2018-07-24
36385830,12,3505,Science Fiction,2018,342,2018-07-24
36348525,13,3312,Science Fiction,2018,291,2018-08-14
33080122,14,2868,Science Fiction,2018,431,2018-07-03
38362809,15,2043,Science Fiction,2018,432,2018-09-18
32076670,16,2038,Science Fiction,2018,384,2018-08-14
35297390,17,1628,Science Fiction,2018,294,2018-04-10
33413556,18,1614,Science Fiction,2018,383,2018-02-06
36373688,19,1379,Science Fiction,2018,427,2018-06-12
37534901,20,1052,Science Fiction,2018,316,2018-10-16
38355410,1,39616,Horror,2018,146,2018-10-30
35410511,2,20423,Horror,2018,304,2018-07-17
38363799,3,14995,Horror,2018,497,2018-10-02
34449265,4,11388,Horror,2018,NA,2017-11-21
36373398,5,9708,Horror,2018,483,2018-06-12
36381091,6,9491,Horror,2018,272,2018-06-26
37824221,7,8786,Horror,2018,298,2017-12-11
30285766,8,8597,Horror,2018,376,2018-03-06
39790706,9,6336,Horror,2018,336,2018-09-18
39217966,10,5196,Horror,2018,332,2018-09-04
36342156,11,2352,Horror,2018,352,2018-06-19
35035160,12,2259,Horror,2018,190,2018-03-13
37510662,13,2194,Horror,2018,261,2018-09-04
39707880,14,1936,Horror,2018,372,2018-03-26
35655156,15,1785,Horror,2018,292,2018-05-22
38608066,16,1175,Horror,2018,295,2018-09-06
38392331,17,1143,Horror,2018,334,2018-01-23
35297544,18,826,Horror,2018,322,2018-02-27
36049101,19,766,Horror,2018,320,2018-02-13
36694914,20,599,Horror,2018,368,2018-10-30
34974310,1,32252,Humor,2018,288,2017-12-05
36341620,2,30382,Humor,2018,261,2018-05-29
38919266,3,14686,Humor,2018,269,2018-10-02
40598936,4,12403,Humor,2018,321,NA
36875820,5,11788,Humor,2018,304,2018-07-10
36467874,6,10853,Humor,2018,262,2018-05-29
38649805,7,9015,Humor,2018,336,2018-10-16
36261280,8,8502,Humor,2018,352,2018-07-10
35959613,9,7691,Humor,2018,240,2018-03-13
40170039,10,7006,Humor,2018,260,2018-06-26
38532145,11,2796,Humor,2018,240,2018-10-09
39022876,12,2727,Humor,2018,290,2018-10-02
36373406,13,2557,Humor,2018,288,2018-07-31
36220700,14,2357,Humor,2018,320,2018-06-12
30531870,15,2002,Humor,2018,316,2018-03-20
36546633,16,1891,Humor,2018,240,2018-07-24
35259574,17,1732,Humor,2018,256,2018-04-03
36742998,18,1302,Humor,2018,304,2018-06-05
37954228,19,1295,Humor,2018,288,2018-09-04
36906099,20,1145,Humor,2018,256,2018-08-07
35271190,1,46472,Nonfiction,2018,328,2018-02-27
35754629,2,40383,Nonfiction,2018,220,2018-02-06
41012533,3,26803,Nonfiction,2018,448,2018-09-11
40009804,4,21108,Nonfiction,2018,NA,NA
39507318,5,19857,Nonfiction,2018,317,2018-10-16
38820046,6,16541,Nonfiction,2018,372,2018-09-04
36381052,7,16043,Nonfiction,2018,350,2018-05-01
35099718,8,15254,Nonfiction,2018,248,2018-01-16
30257963,9,11707,Nonfiction,2018,409,2018-01-23
40933227,10,9668,Nonfiction,2018,342,2018-04-03
37976541,11,4609,Nonfiction,2018,339,2018-05-21
35820413,12,4099,Nonfiction,2018,289,2018-04-10
35181833,13,4084,Nonfiction,2018,400,2018-01-22
35696171,14,2191,Nonfiction,2018,576,2018-02-13
40121378,15,1939,Nonfiction,2018,NA,NA
36222733,16,1686,Nonfiction,2018,352,2018-03-13
37486540,17,1593,Nonfiction,2018,384,2018-08-07
35901186,18,1321,Nonfiction,2018,320,2018-04-24
36507099,19,1248,Nonfiction,2018,304,2018-02-27
36638638,20,772,Nonfiction,2018,240,2018-04-10
35133922,1,57938,Memoir & Autobiography,2018,334,2018-02-20
38744839,2,54965,Memoir & Autobiography,2018,599,2018-11-13
38508771,3,20221,Memoir & Autobiography,2018,404,2018-09-18
35582344,4,13242,Memoir & Autobiography,2018,308,2018-03-27
35718164,5,12391,Memoir & Autobiography,2018,159,2018-01-01
34964998,6,9417,Memoir & Autobiography,2018,257,2018-01-16
35108805,7,8422,Memoir & Autobiography,2018,290,2018-04-17
35137915,8,7614,Memoir & Autobiography,2018,304,2018-02-06
36086537,9,7611,Memoir & Autobiography,2018,276,2018-04-24
35133923,10,7445,Memoir & Autobiography,2018,178,2018-02-06
34964905,11,3642,Memoir & Autobiography,2018,272,2018-03-27
35840657,12,2767,Memoir & Autobiography,2018,143,2018-02-06
30297153,13,2609,Memoir & Autobiography,2018,240,2018-10-02
35018200,14,1956,Memoir & Autobiography,2018,240,2018-01-09
39218044,15,1560,Memoir & Autobiography,2018,383,2018-09-04
35068683,16,1469,Memoir & Autobiography,2018,272,2018-01-30
35959678,17,1309,Memoir & Autobiography,2018,240,2018-04-10
35340555,18,785,Memoir & Autobiography,2018,577,2018-06-19
36373407,19,576,Memoir & Autobiography,2018,256,2018-08-21
29430746,20,516,Memoir & Autobiography,2018,256,2018-10-16
38656999,1,44826,History & Biography,2018,416,2018-09-04
37534762,2,19394,History & Biography,2018,544,2018-05-15
35959199,3,12486,History & Biography,2018,171,2018-05-08
36369872,4,11097,History & Biography,2018,352,2018-06-12
35743037,5,10471,History & Biography,2018,416,2018-03-06
34859714,6,10279,History & Biography,2018,425,2018-01-02
37488430,7,10244,History & Biography,2018,352,2018-08-07
35414997,8,7084,History & Biography,2018,384,2018-04-03
38363272,9,6177,History & Biography,2018,366,2018-10-16
35342927,10,5770,History & Biography,2018,327,2018-01-30
38657386,11,2753,History & Biography,2018,473,2018-09-18
36743867,12,2431,History & Biography,2018,320,2018-06-05
36204285,13,2074,History & Biography,2018,357,2018-05-22
38212158,14,1568,History & Biography,2018,933,2018-09-18
33598223,15,1535,History & Biography,2018,784,2018-01-30
22318476,16,1326,History & Biography,2018,448,2018-08-21
35457359,17,1296,History & Biography,2018,368,2018-04-17
38714362,18,1232,History & Biography,2018,307,2018-10-09
36373560,19,1105,History & Biography,2018,592,2018-07-10
38525349,20,1020,History & Biography,2018,402,2018-05-08
35820369,1,19050,Science & Technology,2018,404,2018-04-24
40277241,2,13783,Science & Technology,2018,NA,NA
36391536,3,12026,Science & Technology,2018,657,2018-05-29
35953464,4,10651,Science & Technology,2018,288,2018-03-06
36710811,5,10021,Science & Technology,2018,465,2018-05-15
36739330,6,9510,Science & Technology,2018,336,2018-06-26
36407347,7,9127,Science & Technology,2018,368,2018-02-20
35412097,8,9118,Science & Technology,2018,272,2018-01-09
36442813,9,8538,Science & Technology,2018,240,2018-05-08
38589832,10,7355,Science & Technology,2018,576,2018-09-11
35604796,11,2135,Science & Technology,2018,384,2018-03-20
36205015,12,2036,Science & Technology,2018,320,2018-03-20
38749668,13,1976,Science & Technology,2018,216,2018-10-09
36341728,14,1922,Science & Technology,2018,291,2018-06-12
35876360,15,1691,Science & Technology,2018,256,2018-04-17
39026990,16,1461,Science & Technology,2018,437,2018-09-18
36722606,17,1430,Science & Technology,2018,392,2018-03-02
35749414,18,1375,Science & Technology,2018,335,2018-03-27
34762552,19,1098,Science & Technology,2018,256,2018-02-20
36373639,20,658,Science & Technology,2018,480,2018-08-14
40004097,1,36003,Food & Cookbooks,2018,256,2018-09-18
36381100,2,25225,Food & Cookbooks,2018,336,2018-04-24
36627287,3,19249,Food & Cookbooks,2018,192,2017-12-12
35804613,4,11578,Food & Cookbooks,2018,160,2018-06-05
40006421,5,10916,Food & Cookbooks,2018,NA,NA
38502290,6,8875,Food & Cookbooks,2018,144,2018-10-09
35306053,7,8474,Food & Cookbooks,2018,240,2018-02-27
36001408,8,7848,Food & Cookbooks,2018,224,2018-01-01
35741051,9,6345,Food & Cookbooks,2018,288,2018-03-27
35398011,10,5683,Food & Cookbooks,2018,224,2018-02-20
33656178,11,2520,Food & Cookbooks,2018,256,2017-12-05
38532190,12,2139,Food & Cookbooks,2018,256,2018-10-23
35342935,13,2125,Food & Cookbooks,2018,397,2018-02-20
35592077,14,1722,Food & Cookbooks,2018,304,2018-04-17
38121211,15,1569,Food & Cookbooks,2018,NA,NA
39797678,16,1553,Food & Cookbooks,2018,320,2018-10-16
36711236,17,1526,Food & Cookbooks,2018,385,2018-05-08
36856216,18,1431,Food & Cookbooks,2018,352,2018-07-24
34017050,19,1341,Food & Cookbooks,2018,352,2018-01-23
37826508,20,585,Food & Cookbooks,2018,304,2018-09-04
35924705,1,34322,Graphic Novels & Comics,2018,112,2018-03-27
36374390,2,27342,Graphic Novels & Comics,2018,160,2018-06-19
34963526,3,25261,Graphic Novels & Comics,2018,146,2017-12-27
34849019,4,18504,Graphic Novels & Comics,2018,144,2017-12-26
34506912,5,15479,Graphic Novels & Comics,2018,277,2018-02-13
35989512,6,11927,Graphic Novels & Comics,2018,128,2018-04-10
35684941,7,11536,Graphic Novels & Comics,2018,256,2018-07-17
34506937,8,9325,Graphic Novels & Comics,2018,296,2018-03-06
36373825,9,8664,Graphic Novels & Comics,2018,112,2018-07-31
35758072,10,8429,Graphic Novels & Comics,2018,192,2018-03-27
30623067,11,3584,Graphic Novels & Comics,2018,256,2018-04-24
36963204,12,3395,Graphic Novels & Comics,2018,88,2018-02-20
34930815,13,3196,Graphic Novels & Comics,2018,324,2018-01-30
37534577,14,2947,Graphic Novels & Comics,2018,288,2018-09-18
37533587,15,2891,Graphic Novels & Comics,2018,204,2018-05-22
35651693,16,2818,Graphic Novels & Comics,2018,168,2018-01-16
37491890,17,2397,Graphic Novels & Comics,2018,168,2018-09-11
37822649,18,1567,Graphic Novels & Comics,2018,314,2018-10-09
34954925,19,1475,Graphic Novels & Comics,2018,152,2018-01-02
34849021,20,1459,Graphic Novels & Comics,2018,136,2017-12-19
35924698,1,25298,Poetry,2018,192,2018-03-06
35396841,2,20025,Poetry,2018,357,2018-03-06
38255339,3,15540,Poetry,2018,288,2018-07-10
38926449,4,14265,Poetry,2018,240,2018-09-04
38532187,5,11579,Poetry,2018,288,2018-10-02
35999004,6,8598,Poetry,2018,416,2018-04-02
36477795,7,8031,Poetry,2018,128,2018-06-26
35260128,8,6987,Poetry,2018,200,2018-01-23
36100966,9,6452,Poetry,2018,224,2018-01-09
36456129,10,6388,Poetry,2018,144,2018-04-10
34594981,11,2974,Poetry,2018,NA,NA
35297455,12,2809,Poetry,2018,102,2018-04-10
35782247,13,2453,Poetry,2018,75,2018-04-03
36479694,14,2237,Poetry,2018,96,2018-04-03
41241311,15,1632,Poetry,2018,102,2018-09-13
36036176,16,1472,Poetry,2018,224,2018-03-06
36479356,17,1444,Poetry,2018,112,2018-06-19
35540804,18,1248,Poetry,2018,298,2018-03-06
37941942,19,1217,Poetry,2018,277,2018-10-02
35356376,20,486,Poetry,2018,161,2018-04-17
34728667,1,70984,Debut Author,2018,544,2018-03-06
34848682,2,36008,Debut Author,2018,429,2018-01-02
37486222,3,35180,Debut Author,2018,272,2018-09-04
36577586,4,23334,Debut Author,2018,336,2018-06-05
34499221,5,20896,Debut Author,2018,344,2018-03-06
36692478,6,13962,Debut Author,2018,294,2018-06-05
35887181,7,11754,Debut Author,2018,530,2018-05-01
35604686,8,11502,Debut Author,2018,462,2018-03-20
36388243,9,9718,Debut Author,2018,342,2018-06-05
35356382,10,8478,Debut Author,2018,280,2018-01-09
38186611,11,4309,Debut Author,2018,343,2018-09-25
36840397,12,4208,Debut Author,2018,385,2018-06-12
36373417,13,2815,Debut Author,2018,361,2018-05-01
36337550,14,2747,Debut Author,2018,432,2018-09-18
34726469,15,2696,Debut Author,2018,340,2018-04-24
34275212,16,2607,Debut Author,2018,309,2018-03-06
34262106,17,2153,Debut Author,2018,368,2018-01-16
36636727,18,1630,Debut Author,2018,304,2018-07-31
36187116,19,892,Debut Author,2018,318,2018-06-19
35297106,20,732,Debut Author,2018,408,2018-03-06
31180248,1,24880,Young Adult Fiction,2018,352,2018-04-24
34810320,2,21528,Young Adult Fiction,2018,308,2018-09-04
36341204,3,19464,Young Adult Fiction,2018,437,2018-10-09
36987719,4,18186,Young Adult Fiction,2018,444,2018-05-29
37880094,5,17769,Young Adult Fiction,2018,450,2018-10-02
35604686,6,17685,Young Adult Fiction,2018,462,2018-03-20
32333338,7,14860,Young Adult Fiction,2018,417,2018-06-05
29589074,8,13684,Young Adult Fiction,2018,416,2018-01-16
35887533,9,13410,Young Adult Fiction,2018,428,2018-05-08
35297272,10,9891,Young Adult Fiction,2018,394,2018-03-27
35520012,11,4758,Young Adult Fiction,2018,374,2017-12-26
31625048,12,4376,Young Adult Fiction,2018,288,2018-01-23
35297469,13,4140,Young Adult Fiction,2018,421,2018-04-03
30969755,14,3897,Young Adult Fiction,2018,384,2018-07-31
33810737,15,3664,Young Adult Fiction,2018,349,2018-03-06
31207017,16,3637,Young Adult Fiction,2018,281,2018-01-16
38720939,17,3454,Young Adult Fiction,2018,310,2018-10-16
35604682,18,2345,Young Adult Fiction,2018,299,2018-03-20
34325090,19,2210,Young Adult Fiction,2018,NA,2018-05-03
40239755,20,1738,Young Adult Fiction,2018,320,NA
33590260,1,68782,Young Adult Fantasy,2018,984,2018-10-23
34728667,2,50156,Young Adult Fantasy,2018,544,2018-03-06
26032825,3,34161,Young Adult Fantasy,2018,370,2018-01-02
27188596,4,22852,Young Adult Fantasy,2018,662,2018-05-15
31076583,5,19856,Young Adult Fantasy,2018,229,2018-05-01
24909347,6,19386,Young Adult Fantasy,2018,615,2018-03-13
33555224,7,19353,Young Adult Fantasy,2018,504,2018-01-09
34992929,8,14475,Young Adult Fantasy,2018,435,2018-03-06
30809786,9,13767,Young Adult Fantasy,2018,464,2018-06-12
29386918,10,10287,Young Adult Fantasy,2018,352,2018-09-18
23197837,11,4795,Young Adult Fantasy,2018,440,2018-02-06
30223025,12,4701,Young Adult Fantasy,2018,455,2018-04-03
35820633,13,4428,Young Adult Fantasy,2018,443,2018-04-10
34726469,14,4333,Young Adult Fantasy,2018,340,2018-04-24
25446343,15,3898,Young Adult Fantasy,2018,522,2018-10-02
39348113,16,3269,Young Adult Fantasy,2018,510,2018-11-06
34275232,17,2984,Young Adult Fantasy,2018,359,2018-01-30
36329818,18,2954,Young Adult Fantasy,2018,451,2018-05-29
29456569,19,1749,Young Adult Fantasy,2018,402,2018-05-29
35495083,20,922,Young Adult Fantasy,2018,240,2018-02-13
28006096,1,42529,Middle Grade & Children's,2018,431,2018-05-01
35403058,2,35781,Middle Grade & Children's,2018,272,2018-08-28
33784323,3,15674,Middle Grade & Children's,2018,256,2017-11-21
36222611,4,13872,Middle Grade & Children's,2018,355,2018-03-27
36086513,5,8698,Middle Grade & Children's,2018,240,2018-05-08
35959634,6,8021,Middle Grade & Children's,2018,224,2018-04-17
36644148,7,7398,Middle Grade & Children's,2018,256,2018-05-15
36546966,8,7265,Middle Grade & Children's,2018,384,2018-07-10
33004208,9,6831,Middle Grade & Children's,2018,294,2018-05-01
36443315,10,6010,Middle Grade & Children's,2018,201,2018-05-01
